,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.47,0.31,0.14,0.51,0.31,0.24,0.34,1.0
jicarilla.csv,0.06,0.0,0.95,0.0,0.0,0.0,0.0,0.0
optalgtoolkit.csv,0.6,0.53,0.0,0.64,0.54,0.96,0.4,0.44
ossim.csv,0.0,0.06,0.0,0.9,0.0,0.0,0.04,0.0
projectts.csv,0.47,0.49,0.07,0.68,0.63,0.66,0.96,0.39
sabbu.csv,0.98,0.3,0.11,0.63,0.63,0.29,0.34,0.21
vxl.csv,0.04,0.96,0.44,0.29,0.0,0.19,0.56,0.38
zact.csv,0.0,0.06,0.41,0.0,1.0,0.13,0.04,0.09
