,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.43,0.24,0.41,0.83,0.6,0.94,0.89,0.0
jicarilla.csv,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.06
optalgtoolkit.csv,0.69,0.72,0.08,0.6,0.56,0.0,0.85,0.33
ossim.csv,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0
projectts.csv,0.83,0.82,0.3,0.68,0.56,0.61,0.07,0.44
sabbu.csv,0.0,0.39,0.11,0.33,0.56,0.48,0.19,0.22
vxl.csv,0.19,0.0,0.19,0.18,0.06,0.06,0.48,0.5
zact.csv,0.02,0.06,0.16,0.02,0.0,0.13,0.0,0.11
