,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,1.06,0.93,0.53,0.93,0.87,0.93,0.9,0.74,0.64,0.75,0.78,0.59,1.28,0.45,0.82,0.03,0.82
cubefs.csv,0.75,0.69,0.77,0.78,1.28,0.66,0.83,0.71,0.82,0.49,0.03,0.51,1.0,0.73,0.81,0.54,0.66
gwanted.csv,0.93,0.94,0.78,0.64,0.3,1.01,0.91,0.6,0.66,0.07,0.87,0.73,1.0,1.0,0.35,0.67,0.97
iaml.csv,0.79,0.68,0.6,0.85,0.67,0.86,0.73,0.71,0.04,0.72,0.77,0.99,1.17,0.88,0.66,0.54,0.59
java-gnome.csv,0.48,0.69,0.16,0.94,1.0,0.78,0.67,0.48,0.82,0.48,0.75,0.13,1.12,0.89,0.45,0.59,0.87
mecat.csv,1.0,0.99,0.95,0.69,1.0,1.0,1.0,1.0,0.99,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0
mvdsv.csv,1.0,0.98,1.0,1.0,0.0,1.0,0.98,0.99,0.99,1.0,0.99,1.0,1.0,1.0,0.67,1.0,0.97
openwbem.csv,0.9,0.08,1.07,0.46,0.68,0.76,0.9,0.8,0.68,0.71,0.89,0.67,1.15,0.59,0.93,0.72,0.56
orc.csv,1.22,0.98,1.0,0.0,0.67,1.01,1.01,0.68,0.66,0.74,0.84,0.95,1.0,0.97,0.73,0.79,1.0
plato.csv,1.05,0.91,1.02,0.98,1.0,0.83,0.02,0.7,0.63,0.8,0.81,0.84,0.68,0.88,0.93,0.8,0.71
rodin-b-sharp.csv,0.95,1.0,0.79,0.63,0.98,0.95,0.74,0.02,0.87,0.91,0.97,0.26,1.01,1.0,0.72,0.88,0.86
ta3d.csv,0.76,0.53,0.59,0.81,0.63,0.88,0.78,0.88,0.66,0.9,0.67,0.84,1.22,0.88,0.77,0.65,0.0
tycho.csv,0.97,0.56,0.26,0.76,0.83,0.8,0.54,0.69,0.76,0.66,0.82,0.71,1.02,0.03,0.8,0.67,0.68
umber.csv,0.0,0.73,0.33,0.79,1.0,0.84,0.91,0.59,0.83,0.75,0.87,0.51,0.71,0.69,0.8,0.71,0.61
vienna-add-in.csv,0.4,0.69,0.67,0.94,0.72,0.01,0.86,0.61,0.58,0.63,0.63,0.56,0.47,0.97,0.72,0.62,1.0
wpdev.csv,1.0,1.0,0.0,0.8,0.97,1.0,0.76,0.9,0.83,0.78,0.94,0.75,0.95,0.86,1.0,0.92,1.0
