,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.43,0.5,0.44,0.3,0.39,0.42,0.34,0.39,0.47,0.52,0.41,0.41,0.4,0.42,0.38,0.44,0.4
cubefs.csv,0.92,0.75,0.84,0.61,0.44,0.48,0.86,0.55,0.52,0.58,0.49,0.64,0.5,0.5,0.37,0.49,0.62
gwanted.csv,0.41,0.95,0.87,0.95,0.72,0.41,0.42,0.85,0.56,0.96,0.77,0.89,0.75,0.0,0.89,0.91,0.5
iaml.csv,0.4,0.52,0.49,0.34,0.33,0.52,0.45,0.42,0.58,0.59,0.65,0.62,0.44,0.45,0.44,0.53,0.4
java-gnome.csv,0.42,0.55,0.36,0.29,0.38,0.51,0.57,0.42,0.44,0.43,0.92,0.43,0.5,0.86,0.43,0.56,0.86
mecat.csv,0.0,0.8,0.86,0.9,0.0,0.0,0.0,0.67,0.5,0.5,0.0,0.0,0.0,0.0,0.67,0.0,0.0
mvdsv.csv,0.0,0.89,0.0,0.0,0.83,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
openwbem.csv,0.7,0.63,0.56,0.56,0.56,0.48,0.49,0.53,0.69,0.57,0.46,0.55,0.5,0.56,0.47,0.44,0.47
orc.csv,0.5,0.94,0.0,0.94,0.8,0.42,0.47,0.62,0.71,0.97,0.6,0.91,0.0,0.67,0.79,0.89,0.0
plato.csv,0.44,0.55,0.48,0.34,0.0,0.53,0.46,0.51,0.59,0.55,0.67,0.47,0.46,0.53,0.39,0.41,0.58
rodin-b-sharp.csv,0.5,0.0,0.82,0.95,0.51,0.86,0.61,0.67,0.84,0.96,0.67,0.48,0.89,0.0,0.72,0.85,0.92
ta3d.csv,0.34,0.52,0.39,0.35,0.37,0.45,0.36,0.44,0.44,0.41,0.47,0.42,0.37,0.42,0.37,0.36,0.43
tycho.csv,0.57,0.65,0.43,0.44,0.45,0.66,0.58,0.53,0.63,0.61,0.97,0.95,0.91,0.56,0.52,0.78,0.68
umber.csv,0.58,0.82,0.42,0.46,0.38,0.92,0.42,0.45,0.51,0.63,0.92,0.35,0.35,0.56,0.46,0.61,0.46
vienna-add-in.csv,0.45,0.8,0.45,0.38,0.45,0.52,0.45,0.64,0.7,0.51,0.45,0.57,0.52,0.67,0.94,0.5,0.4
wpdev.csv,0.34,0.49,0.39,0.33,0.36,0.41,0.4,0.4,0.39,0.42,0.42,0.39,0.35,0.42,0.33,0.44,0.42
