,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.37,0.93,0.83,0.94,1.0,0.64,0.81,0.86,0.74,0.57,0.83,0.82,0.0,0.77,1.0,0.98,0.86
cubefs.csv,0.26,0.34,0.23,0.31,0.0,0.51,0.17,0.52,0.41,0.61,0.97,0.53,0.0,0.31,0.67,0.55,0.37
gwanted.csv,0.63,0.06,0.22,0.38,1.0,0.72,0.74,0.42,0.61,0.93,0.17,0.28,0.0,0.0,0.67,0.33,0.03
iaml.csv,0.68,0.65,0.67,0.69,1.0,0.42,0.62,0.65,0.97,0.5,0.42,0.35,0.0,0.54,0.67,0.62,0.54
java-gnome.csv,0.89,0.68,0.84,1.0,1.0,0.34,0.33,0.79,0.32,0.75,0.26,0.98,0.0,0.11,1.0,0.47,0.14
mecat.csv,0.0,0.01,0.05,0.31,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mvdsv.csv,0.0,0.02,0.0,0.0,1.0,0.0,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.33,0.0,0.03
openwbem.csv,0.26,0.93,0.61,0.75,0.67,0.71,0.81,0.57,0.43,0.57,0.87,0.56,0.0,0.74,0.33,0.75,0.74
orc.csv,0.11,0.02,0.0,1.0,0.33,0.67,0.83,0.57,0.49,0.29,0.47,0.11,0.0,0.03,0.33,0.22,0.0
plato.csv,0.32,0.85,0.78,0.56,0.0,0.71,0.98,0.84,0.64,0.68,0.51,0.77,1.0,0.69,0.67,0.88,0.66
rodin-b-sharp.csv,0.05,0.0,0.39,0.38,0.33,0.05,0.36,0.98,0.18,0.11,0.03,0.82,0.0,0.0,0.33,0.2,0.2
ta3d.csv,1.0,0.6,0.68,0.81,0.67,0.78,0.79,0.52,0.66,0.64,0.74,0.51,0.0,0.8,1.0,0.73,1.0
tycho.csv,0.26,0.58,0.74,0.5,1.0,0.3,0.52,0.6,0.31,0.43,0.25,0.3,0.0,0.97,0.33,0.34,0.4
umber.csv,1.0,0.31,0.67,0.38,1.0,0.16,0.33,0.53,0.26,0.29,0.13,0.74,1.0,0.34,0.33,0.34,0.51
vienna-add-in.csv,0.95,0.39,0.55,0.38,0.67,0.99,0.4,0.49,0.55,0.68,0.71,0.47,1.0,0.03,0.33,0.52,0.97
wpdev.csv,1.0,1.0,1.0,0.94,1.0,0.99,0.88,0.99,0.86,0.96,0.97,0.96,1.0,1.0,1.0,0.45,0.91
