,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.56,0.57,0.4,0.53,0.38,0.67,0.73,0.68,0.59,0.21,0.83,0.52,0.62,0.54,0.78,0.72,0.33,0.35,0.73
elvishrayrenderer.csv,0.47,0.73,0.85,0.61,0.29,0.39,0.57,0.69,0.63,0.18,0.86,0.54,0.55,0.42,0.56,0.5,0.27,0.48,0.79
graphmak.csv,0.52,0.51,0.81,0.62,0.27,0.33,0.55,0.55,0.58,0.23,0.79,0.5,0.64,0.57,0.42,0.66,0.15,0.37,0.58
jmol.csv,0.49,0.9,0.87,0.4,0.34,0.37,0.78,0.62,0.44,0.16,0.79,0.43,0.6,0.69,0.81,0.63,0.35,0.31,0.79
mesa3d.csv,0.36,0.74,0.05,0.14,0.37,0.11,0.15,0.49,0.28,0.29,0.65,0.37,0.37,0.18,0.75,0.61,0.4,0.34,0.6
minig.csv,0.39,0.42,0.88,0.26,0.23,0.45,0.75,0.43,0.23,0.14,0.89,0.63,0.6,0.5,0.5,0.55,0.19,0.44,0.58
moving-pictures.csv,0.54,0.77,0.09,0.55,0.38,0.26,0.48,0.62,0.64,0.2,0.73,0.46,0.64,0.53,0.31,0.65,0.15,0.34,0.55
ngl.csv,0.53,0.84,0.88,0.61,0.31,0.36,0.72,0.65,0.61,0.22,0.84,0.52,0.58,0.53,0.38,0.66,0.26,0.35,0.66
nunit.csv,0.47,0.8,0.89,0.47,0.25,0.39,0.78,0.57,0.5,0.08,0.8,0.51,0.56,0.54,0.37,0.47,0.31,0.47,0.59
octave.csv,0.39,0.32,0.32,0.18,0.43,0.06,0.54,0.24,0.56,0.11,0.63,0.41,0.54,0.24,0.39,0.31,0.23,0.3,0.33
opengs.csv,0.38,0.79,0.0,0.42,0.13,0.25,0.63,0.57,0.7,0.24,0.23,0.4,0.46,0.46,0.64,0.4,0.33,0.32,0.64
owlib.csv,0.67,0.79,0.71,0.59,0.37,0.42,0.6,0.65,0.49,0.34,0.81,0.62,0.63,0.51,0.67,0.58,0.41,0.39,0.75
prelude.csv,0.57,0.87,0.85,0.52,0.31,0.37,0.81,0.65,0.6,0.2,0.89,0.55,0.64,0.54,0.8,0.67,0.41,0.33,0.74
tokratan.csv,0.53,0.91,0.44,0.48,0.2,0.43,0.83,0.7,0.67,0.38,0.64,0.41,0.44,0.71,0.71,0.57,0.36,0.36,0.66
xfce.csv,0.55,0.79,0.71,0.52,0.27,0.36,0.65,0.7,0.64,0.18,0.77,0.54,0.54,0.39,0.73,0.63,0.33,0.42,0.59
xharbour.csv,0.57,0.86,0.47,0.55,0.27,0.34,0.86,0.63,0.58,0.19,0.89,0.49,0.54,0.46,0.74,0.63,0.34,0.35,0.69
zabbix.csv,0.48,0.74,0.28,0.43,0.16,0.29,0.62,0.48,0.53,0.19,0.4,0.48,0.21,0.6,0.64,0.68,0.3,0.28,0.71
zengine.csv,0.57,0.91,0.85,0.51,0.3,0.32,0.91,0.68,0.59,0.19,0.88,0.55,0.64,0.6,0.76,0.68,0.4,0.36,0.79
zildo.csv,0.58,0.88,0.74,0.5,0.34,0.43,0.69,0.71,0.1,0.33,0.66,0.41,0.37,0.57,0.68,0.51,0.35,0.26,0.73
