,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.94,0.16,0.18,0.96,0.36,0.16,0.58,0.84,0.9,0.93,0.83,0.81,0.87,0.93,0.62,0.78,0.68,0.73,0.83
elvishrayrenderer.csv,0.57,0.68,1.0,0.54,0.87,0.43,0.42,0.59,0.57,0.52,0.87,0.24,0.87,0.44,0.45,0.68,0.52,0.38,0.33
graphmak.csv,0.89,0.16,1.0,0.28,0.98,0.12,0.58,0.36,0.65,0.43,0.87,0.66,1.0,0.6,0.58,0.89,0.48,0.12,0.94
jmol.csv,0.93,1.0,1.0,0.93,0.59,0.79,0.92,0.95,0.58,0.83,0.43,0.84,0.68,0.3,1.0,0.83,1.0,0.8,0.67
mesa3d.csv,0.33,0.32,0.0,0.04,0.3,0.38,0.0,0.39,0.34,0.45,0.26,0.09,0.23,0.27,0.42,0.41,0.3,0.12,0.72
minig.csv,0.8,0.63,1.0,0.2,0.78,0.38,1.0,0.16,0.19,0.19,1.0,0.27,1.0,0.52,0.74,0.86,0.43,0.13,0.83
moving-pictures.csv,0.29,0.26,0.0,0.61,0.42,0.71,0.25,0.98,0.66,0.76,0.61,0.73,0.26,0.35,0.05,0.42,0.11,0.73,0.44
ngl.csv,0.71,1.0,1.0,0.54,0.64,0.75,0.25,0.61,0.79,0.66,0.87,0.73,0.77,0.98,0.08,0.29,0.18,0.62,0.72
nunit.csv,0.75,0.79,0.91,0.3,0.82,0.43,1.0,0.52,0.51,0.07,0.78,0.35,0.84,0.11,0.57,0.67,0.17,0.27,0.5
octave.csv,0.42,0.16,0.0,0.33,0.21,0.36,0.42,0.36,0.87,0.31,0.39,0.3,0.48,0.1,0.16,0.27,0.06,0.43,0.33
opengs.csv,0.32,0.37,0.0,0.52,0.08,0.27,0.08,0.73,0.34,0.6,0.22,0.7,0.29,0.64,0.23,0.15,0.34,0.72,0.61
owlib.csv,0.3,0.63,0.18,0.5,0.47,0.3,0.33,0.36,0.43,0.23,0.7,0.2,0.65,0.27,0.38,0.32,0.44,0.39,0.5
prelude.csv,0.99,1.0,0.09,1.0,0.9,0.71,0.5,0.98,0.94,0.96,1.0,0.86,0.97,0.95,0.66,0.86,0.76,0.91,0.83
tokratan.csv,0.54,0.79,0.0,0.83,0.15,0.16,0.58,0.55,0.14,0.23,0.48,0.46,0.45,0.11,0.6,0.5,0.81,0.55,0.5
xfce.csv,0.57,0.42,0.64,0.7,0.6,0.66,0.5,0.7,0.71,0.44,0.57,0.65,0.74,0.95,0.31,0.34,0.51,0.49,0.5
xharbour.csv,0.99,0.05,0.36,0.76,0.46,0.62,0.67,0.68,1.0,0.86,1.0,0.84,0.42,0.92,0.66,0.74,0.9,0.74,0.44
zabbix.csv,0.4,0.16,0.09,0.57,0.33,0.5,0.17,0.73,0.55,0.73,0.3,0.57,0.19,0.15,0.42,0.69,0.83,0.6,0.61
zengine.csv,0.99,0.74,0.64,0.98,0.99,0.88,0.0,0.95,0.9,1.0,0.91,0.94,1.0,0.84,0.75,0.94,0.56,0.88,1.0
zildo.csv,0.71,1.0,0.09,0.89,0.26,0.29,0.17,0.23,0.06,0.21,0.43,0.2,0.23,0.52,0.38,0.15,0.55,0.28,0.72
