,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.62,0.96,0.41,0.45,0.35,0.26,0.34,0.32,0.54,0.0,0.33
freedom-erp.csv,0.06,0.0,0.41,0.0,0.1,0.0,0.04,0.98,0.14,0.0,0.0
haggle.csv,0.23,0.56,0.25,1.0,0.04,0.46,0.63,0.0,0.43,0.0,0.18
jchassis.csv,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0
jmoney.csv,0.92,0.34,0.29,0.18,0.68,0.38,0.5,0.34,0.41,0.0,0.1
jsidplay2.csv,0.75,0.22,1.0,0.22,0.68,0.38,0.66,0.63,0.4,0.0,0.49
madman.csv,0.18,0.0,0.0,0.19,0.12,0.12,0.04,0.0,1.0,0.0,0.18
matrex.csv,0.7,0.26,0.53,0.13,0.65,0.13,0.97,0.81,0.14,0.0,0.0
mediate.csv,0.64,0.57,0.55,0.51,0.93,0.47,0.62,0.59,0.61,0.0,0.53
primefaces.csv,0.17,0.24,0.28,0.49,0.25,0.0,0.25,0.0,0.55,0.52,0.98
tmva.csv,0.65,0.54,0.62,0.58,0.48,0.97,0.7,0.05,0.64,0.0,0.48
