,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.6,0.96,0.36,0.41,0.31,0.22,0.29,0.28,0.5,0.0,0.3
freedom-erp.csv,0.05,0.0,0.36,0.0,0.08,0.0,0.03,0.98,0.12,0.0,0.0
haggle.csv,0.2,0.56,0.22,1.0,0.03,0.45,0.67,0.0,0.38,0.0,0.15
jchassis.csv,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0
jmoney.csv,0.9,0.3,0.25,0.15,0.79,0.33,0.45,0.3,0.38,0.0,0.08
jsidplay2.csv,0.85,0.19,1.0,0.19,0.79,0.33,0.71,0.94,0.38,0.0,0.55
madman.csv,0.15,0.0,0.0,0.16,0.1,0.1,0.03,0.0,1.0,0.0,0.15
matrex.csv,0.7,0.22,0.51,0.11,0.69,0.11,0.97,0.95,0.12,0.0,0.0
mediate.csv,0.65,0.59,0.56,0.5,0.92,0.45,0.79,0.62,0.62,0.0,0.5
primefaces.csv,0.15,0.93,0.27,0.93,0.21,0.86,0.23,0.0,0.88,0.5,0.98
tmva.csv,0.8,0.67,0.61,0.65,0.87,0.98,0.81,1.0,0.88,0.0,0.78
