,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.48,0.04,0.65,0.65,0.72,0.82,0.72,0.73,0.53,1.05,0.83
freedom-erp.csv,0.95,1.0,0.65,1.0,0.92,1.0,0.97,0.05,0.89,1.0,1.0
haggle.csv,0.88,0.62,0.9,0.02,0.98,0.75,0.59,1.0,0.63,1.02,0.85
jchassis.csv,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,0.0,1.0
jmoney.csv,0.1,0.75,0.75,0.87,0.6,0.67,0.55,0.72,0.71,1.01,0.93
jsidplay2.csv,0.51,0.89,0.0,0.86,0.6,0.68,0.55,0.73,0.81,1.02,0.8
madman.csv,0.85,1.01,1.0,0.84,0.9,0.9,0.97,1.0,0.02,1.0,0.85
matrex.csv,0.44,0.81,0.63,0.89,0.56,0.9,0.03,0.5,0.96,1.0,1.0
mediate.csv,0.54,0.64,0.67,0.67,0.08,0.7,0.7,0.62,0.55,1.04,0.6
primefaces.csv,1.09,0.94,1.01,0.83,0.82,1.01,0.97,1.01,0.79,0.65,0.03
tmva.csv,0.66,0.76,0.52,0.68,0.84,0.06,0.58,0.99,0.71,1.24,0.85
