,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.56,0.96,0.51,0.52,0.42,0.34,0.42,0.42,0.38,0.0,0.37
freedom-erp.csv,0.1,0.0,0.52,0.0,0.14,0.0,0.05,0.97,0.12,0.0,0.0
haggle.csv,0.21,0.47,0.32,0.99,0.05,0.55,0.62,0.0,0.46,0.0,0.25
jchassis.csv,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0
jmoney.csv,0.95,0.33,0.4,0.24,0.71,0.49,0.61,0.42,0.21,0.0,0.14
jsidplay2.csv,0.6,0.2,1.0,0.28,0.71,0.48,0.65,0.76,0.17,0.0,0.55
madman.csv,0.26,0.0,0.0,0.28,0.18,0.18,0.05,0.0,0.94,0.0,0.25
matrex.csv,0.6,0.27,0.62,0.19,0.68,0.19,0.98,0.82,0.07,0.0,0.0
mediate.csv,0.52,0.47,0.65,0.57,0.95,0.56,0.64,0.63,0.3,0.0,0.58
primefaces.csv,0.12,0.5,0.36,0.78,0.3,0.78,0.25,0.0,0.26,0.07,0.99
tmva.csv,0.52,0.45,0.71,0.66,0.69,0.98,0.68,0.74,0.29,0.0,0.67
