,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.52,0.56,0.57,0.76,0.83,0.74,0.79,0.76,0.77,0.77,0.67
freedom-erp.csv,0.0,0.0,0.64,0.0,0.67,0.0,0.5,0.4,0.88,0.5,0.0
haggle.csv,0.68,0.49,0.68,0.55,0.75,0.46,0.4,0.5,0.8,0.62,0.88
jchassis.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
jmoney.csv,0.56,0.71,0.62,0.89,0.44,0.7,0.64,0.66,0.5,0.75,0.67
jsidplay2.csv,0.35,0.91,0.41,0.85,0.4,0.98,0.41,0.34,0.61,0.64,0.38
madman.csv,0.67,0.86,0.0,0.92,0.8,0.95,0.67,0.0,0.78,0.0,0.88
matrex.csv,0.44,0.94,0.47,0.9,0.46,0.96,0.44,0.34,0.7,0.75,0.0
mediate.csv,0.43,0.46,0.42,0.51,0.46,0.52,0.4,0.38,0.52,0.65,0.45
primefaces.csv,0.65,0.42,0.8,0.51,0.93,0.48,0.71,0.89,0.49,0.57,0.44
tmva.csv,0.36,0.45,0.49,0.49,0.36,0.52,0.38,0.3,0.39,0.5,0.3
