,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.27,0.02,0.1,0.27,0.2,0.27,0.09,0.09,0.18,0.33,0.44
freedom-erp.csv,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.14,0.03,0.0
haggle.csv,0.37,0.43,0.45,0.02,0.1,0.52,0.49,0.03,0.04,0.2,0.07
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmoney.csv,0.0,0.25,0.05,0.17,0.57,0.08,0.04,0.17,0.35,0.12,0.0
jsidplay2.csv,0.49,0.35,0.0,0.29,0.57,0.1,0.47,0.73,0.51,0.21,0.67
madman.csv,0.0,0.14,0.0,0.02,0.03,0.03,0.01,0.0,0.02,0.0,0.07
matrex.csv,0.32,0.24,0.4,0.05,0.47,0.1,0.01,0.5,0.39,0.06,0.0
mediate.csv,0.41,0.49,0.5,0.44,0.03,0.43,0.67,0.49,0.41,0.3,0.33
primefaces.csv,0.68,0.94,0.7,0.83,0.2,1.0,0.6,0.13,0.78,0.41,0.0
tmva.csv,0.63,0.69,0.35,0.59,0.83,0.05,0.55,0.99,0.69,0.73,0.81
