,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.51,0.0,0.78,0.73,0.42,0.9,0.28,0.27,0.6,0.37,0.02,1.0,0.8,0.1,0.07,0.2,0.3,0.34,0.51,0.06
cuberok.csv,0.63,0.14,0.8,0.75,0.5,0.5,0.43,0.34,0.76,0.57,0.09,0.19,0.71,0.0,0.1,0.35,0.3,0.55,0.77,0.08
emisview.csv,1.0,0.23,0.67,0.0,0.44,0.46,0.53,0.31,0.83,0.0,0.05,0.14,0.83,0.0,0.29,0.37,0.0,0.0,1.0,0.0
jas.csv,0.71,0.05,0.89,0.7,0.48,0.53,0.37,0.33,0.76,0.45,0.04,0.18,0.85,0.1,0.33,0.21,0.3,0.3,0.76,0.0
jatlas.csv,0.55,0.33,0.75,0.25,0.65,0.59,0.29,0.22,1.0,0.38,0.03,0.2,0.75,0.0,0.13,0.4,0.75,0.6,0.67,0.1
javaprofiler.csv,0.68,0.09,0.82,0.6,0.66,0.41,0.41,0.25,0.8,0.45,0.06,0.1,0.79,0.07,0.08,0.35,0.3,0.37,0.9,0.05
jchassis.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.7,0.11,0.77,0.57,0.5,0.38,0.53,0.48,0.79,0.42,0.22,0.2,0.6,0.0,0.0,0.47,0.22,0.38,0.89,0.2
jrefactory.csv,0.77,0.02,0.89,0.42,0.74,0.52,0.33,0.1,0.81,0.36,0.01,0.09,0.82,0.03,0.03,0.12,0.32,0.42,0.65,0.05
kdenlive.csv,0.83,0.14,0.86,0.45,0.61,0.54,0.32,0.32,1.0,0.44,0.03,0.14,0.79,0.04,0.07,0.36,0.3,0.41,0.72,0.05
m-m-m.csv,0.76,0.08,0.93,0.67,0.62,0.49,0.25,0.17,0.8,0.4,0.01,0.11,0.93,0.03,0.04,0.24,0.3,0.39,0.68,0.06
octet.csv,0.6,0.06,0.82,0.29,0.36,0.56,0.32,0.28,0.75,0.3,0.03,0.33,0.79,0.0,0.11,0.23,0.4,0.44,0.62,0.05
opendvr.csv,0.63,0.18,0.69,0.42,0.45,0.61,0.32,0.3,0.8,0.44,0.04,0.5,0.79,0.0,0.12,0.35,0.48,0.44,0.71,0.05
opennms.csv,0.76,0.09,0.71,0.67,0.44,0.4,0.35,0.51,0.79,0.38,0.06,0.33,0.82,0.0,0.25,0.28,0.38,0.11,0.83,0.0
poormans.csv,0.79,0.33,0.73,0.0,0.76,0.15,0.37,0.28,1.0,0.4,0.07,0.4,0.67,0.0,0.17,0.53,0.0,0.36,1.0,0.07
power-architect.csv,0.64,0.09,0.8,0.58,0.52,0.54,0.38,0.25,0.79,0.4,0.01,0.13,0.96,0.05,0.08,0.22,0.29,0.4,0.65,0.04
rohxel.csv,0.77,0.0,1.0,0.74,0.74,0.0,0.3,0.19,0.87,0.43,0.0,0.22,0.64,0.0,0.5,0.38,0.33,0.37,0.82,0.0
synecdoche.csv,0.58,0.11,0.82,0.35,0.55,0.53,0.33,0.3,0.8,0.39,0.01,0.07,0.85,0.0,0.03,0.25,0.27,0.64,0.56,0.07
thedata.csv,0.75,0.12,0.79,0.52,0.6,0.5,0.19,0.29,0.74,0.35,0.03,0.09,0.77,0.0,0.09,0.25,0.29,0.4,0.7,0.5
x-ray-mule.csv,0.61,0.09,0.73,0.81,0.38,0.0,0.33,0.32,0.76,0.0,0.03,0.04,0.86,0.0,0.06,0.24,0.0,0.25,0.88,0.0
