,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.45,0.66,0.51,0.62,0.46,0.76,0.88,0.23,0.18,0.44,0.19,0.08,0.2,0.09,0.83,0.65,0.19
amygdala.csv,0.65,0.61,0.45,0.58,0.42,0.09,0.08,0.34,0.35,0.7,0.19,0.71,0.51,0.2,0.18,0.41,0.16
chrysalis.csv,0.51,0.44,0.47,0.25,0.33,0.16,0.41,0.6,0.5,0.49,0.43,0.62,0.52,0.58,0.91,0.59,0.17
cme.csv,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.23,0.0,0.03,0.16,0.91
hydrate.csv,0.32,0.3,0.57,0.0,0.4,0.0,0.11,0.41,0.16,0.18,0.3,0.36,0.29,0.27,0.8,0.71,0.35
ivef-sdk.csv,0.75,0.73,0.6,0.81,0.4,1.0,0.26,0.17,0.6,0.09,0.0,0.64,0.2,0.15,0.77,0.06,0.19
jmri.csv,0.54,0.42,0.66,0.24,0.15,0.72,0.46,0.48,0.43,0.34,0.29,0.53,0.24,0.07,0.95,0.35,0.17
jython.csv,0.74,0.6,0.35,0.72,0.25,0.82,0.65,0.58,0.29,0.35,0.22,0.64,0.26,0.35,0.94,0.6,0.04
kdenlive.csv,0.73,0.72,0.53,0.46,0.49,0.7,0.39,0.22,0.59,0.57,0.29,0.78,0.57,0.38,0.67,0.77,0.24
opentibia.csv,0.59,0.86,0.49,0.37,0.42,0.14,0.63,0.23,0.05,0.33,0.22,0.36,0.69,0.15,0.7,0.65,0.0
projectfactory.csv,0.15,0.16,0.47,0.06,0.48,0.11,0.4,0.43,0.63,0.48,0.32,0.43,0.54,0.12,0.56,0.74,0.23
runuomondains.csv,0.68,0.61,0.61,0.3,0.41,0.7,0.54,0.54,0.62,0.65,0.57,0.67,0.29,0.31,0.8,0.57,0.13
somap.csv,0.76,0.87,0.58,0.76,0.56,0.58,0.67,0.22,0.56,0.69,0.2,0.92,0.78,0.32,0.8,0.78,0.19
taverna.csv,0.38,0.35,0.19,0.24,0.62,0.13,0.39,0.41,0.44,0.42,0.38,0.36,0.59,0.23,0.57,0.17,0.0
tigermud.csv,0.5,0.68,0.57,0.58,0.44,0.03,0.1,0.11,0.22,0.47,0.22,0.8,0.68,0.34,0.67,0.72,0.0
x-ray-mule.csv,0.35,0.34,0.19,0.83,0.41,0.0,0.16,0.08,0.57,0.56,0.0,0.65,0.42,0.13,0.34,0.11,0.24
