,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.81,0.78,0.57,0.95,0.48,0.54,0.74,0.26,0.8,0.66,0.45,0.67,0.8,0.93,0.4,0.5,0.62
amygdala.csv,0.41,0.44,0.74,0.72,0.51,0.67,0.53,0.86,0.61,0.41,0.92,0.48,0.54,0.83,0.86,0.82,0.6
chrysalis.csv,0.53,0.46,0.5,0.39,0.54,0.45,0.56,0.96,0.59,0.48,0.53,0.53,0.44,0.53,0.34,0.4,0.4
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.8,0.0,0.89,0.0,0.0,0.8,0.83
hydrate.csv,0.97,0.94,0.41,0.0,0.57,0.67,0.5,0.96,0.91,0.83,0.6,0.71,0.86,0.94,0.38,0.41,0.44
ivef-sdk.csv,0.44,0.48,0.61,0.48,0.58,0.61,0.69,0.5,0.46,0.83,0.75,0.58,0.8,0.87,0.47,0.5,0.54
jmri.csv,0.53,0.57,0.57,0.64,0.6,0.82,0.53,0.96,0.65,0.67,0.8,0.55,0.83,0.67,0.33,0.69,0.38
jython.csv,0.47,0.61,0.87,0.52,0.66,0.49,0.42,0.97,0.89,0.58,0.49,0.54,0.67,0.96,0.34,0.5,0.47
kdenlive.csv,0.38,0.4,0.43,0.39,0.37,0.62,0.52,0.26,0.42,0.43,0.4,0.34,0.39,0.5,0.41,0.33,0.33
opentibia.csv,0.53,0.45,0.64,0.85,0.51,0.83,0.44,0.97,0.67,0.82,0.75,0.75,0.47,0.85,0.39,0.4,0.91
projectfactory.csv,0.86,0.86,0.55,0.67,0.52,0.86,0.59,0.55,0.52,0.6,0.53,0.62,0.52,0.96,0.5,0.41,0.4
runuomondains.csv,0.43,0.47,0.44,0.46,0.48,0.48,0.52,0.98,0.38,0.42,0.65,0.53,0.55,0.54,0.38,0.48,0.48
somap.csv,0.43,0.46,0.38,0.43,0.39,0.47,0.45,0.26,0.41,0.41,0.44,0.38,0.44,0.44,0.36,0.37,0.36
taverna.csv,0.78,0.79,0.98,0.42,0.68,0.73,0.83,0.92,0.59,0.74,0.88,0.94,0.7,0.83,0.61,0.67,0.9
tigermud.csv,0.72,0.69,0.46,0.59,0.59,0.75,0.86,0.26,0.88,0.57,0.74,0.4,0.48,0.44,0.48,0.38,0.79
x-ray-mule.csv,0.74,0.89,0.99,0.61,0.61,0.0,0.88,0.5,0.48,0.74,0.0,0.59,0.92,0.74,0.92,0.67,0.92
