,recall,precision,pf,pci_20,ifa,wins
algebsql.csv,0.54,0.61,0.72,0.66,1.0,7
amygdala.csv,0.37,0.69,0.28,0.61,1.0,13
chrysalis.csv,0.46,0.53,0.4,0.5,1.0,6
cme.csv,0.0,0.0,0.0,0.0,66.0,0
hydrate.csv,0.22,0.51,0.16,0.67,1.0,10
ivef-sdk.csv,0.56,0.55,0.51,0.58,1.0,8
jmri.csv,0.38,0.6,0.27,0.64,1.0,12
jython.csv,0.47,0.59,0.57,0.54,2.0,5
kdenlive.csv,0.67,0.51,0.53,0.4,0.0,4
opentibia.csv,0.44,0.59,0.21,0.67,0.0,14
projectfactory.csv,0.4,0.57,0.32,0.55,1.0,9
runuomondains.csv,0.67,0.46,0.58,0.48,1.0,2
somap.csv,0.94,0.53,0.87,0.41,2.0,1
taverna.csv,0.32,0.58,0.19,0.78,0.0,15
tigermud.csv,0.48,0.45,0.5,0.59,1.0,3
x-ray-mule.csv,0.24,0.5,0.22,0.74,1.0,11
