,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.49,0.41,0.46,0.52,0.5,0.45,0.5,0.79,0.56,0.23,0.29,0.57,0.93,0.6,0.5,0.41,0.69
bwapi.csv,0.66,0.49,0.38,0.47,0.49,0.21,0.65,0.34,0.44,0.8,0.59,0.53,0.5,0.5,0.57,0.97,0.4
co-ode-owl-plugins.csv,0.54,0.33,0.61,0.67,0.69,0.44,0.23,0.95,0.73,0.36,0.14,0.54,0.54,0.0,0.49,0.0,0.84
firebreath.csv,0.54,0.33,0.52,0.67,0.64,0.93,0.53,0.28,0.52,0.57,0.3,0.26,0.27,0.42,0.53,0.24,0.68
frogatto.csv,0.69,0.64,0.69,0.71,0.65,0.66,0.6,0.41,0.58,0.73,0.62,0.65,0.53,0.61,0.98,0.34,0.79
gretl.csv,0.35,0.44,0.56,0.38,0.0,0.58,0.64,0.38,0.42,0.3,0.35,0.99,0.46,0.53,0.59,0.23,0.43
jasperreports.csv,0.38,0.11,0.1,0.11,0.11,0.1,0.36,0.0,0.13,0.24,0.07,0.07,0.09,1.0,0.17,0.05,0.17
konversation.csv,0.29,0.39,0.93,0.2,0.39,0.12,0.12,0.38,0.16,0.42,0.07,0.44,0.38,0.47,0.35,0.07,0.32
linuxsh.csv,0.46,0.93,0.67,0.49,0.52,0.37,0.43,0.31,0.62,0.66,0.72,0.46,0.48,0.79,0.52,0.46,0.3
moviesandbox.csv,0.51,0.7,0.74,0.56,0.98,0.45,0.06,0.59,0.43,0.68,0.29,0.38,0.4,0.54,0.54,0.52,0.33
ontomorphtab.csv,0.97,0.58,0.68,0.46,0.59,0.55,0.12,0.52,0.53,0.69,0.07,0.57,0.54,0.89,0.29,0.22,0.0
opengs.csv,0.13,0.31,0.54,0.44,0.6,0.26,0.06,0.07,0.98,0.44,0.15,0.47,0.32,0.5,0.38,0.09,0.61
scite-ru.csv,0.49,0.21,0.48,0.47,0.34,0.39,0.94,0.61,0.7,0.59,0.41,0.25,0.17,0.36,0.04,0.16,0.32
tokratan.csv,0.2,0.0,0.73,0.5,0.43,0.21,0.28,0.07,0.07,0.94,0.7,0.5,0.3,0.47,0.1,0.11,0.47
vrjuggler.csv,0.11,0.0,0.38,0.09,0.17,0.04,0.28,0.2,0.05,0.0,0.9,0.02,0.02,0.14,0.32,0.07,0.61
wxcode.csv,0.0,0.0,0.55,0.09,0.17,0.1,0.28,0.07,0.0,0.09,0.0,0.19,0.15,0.51,0.07,0.04,1.0
xuggle.csv,0.46,0.2,0.68,0.8,0.52,0.48,0.38,0.5,0.63,0.42,0.0,0.4,0.32,0.36,0.13,0.64,0.76
