,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.38,0.8,0.24,0.38,0.51,0.4,0.38,0.35,0.7,0.45,0.31,0.47,0.13,0.55,0.73,0.58,0.37
bwapi.csv,0.62,0.75,0.89,0.83,0.8,0.95,0.67,0.85,0.52,0.56,0.76,0.77,0.8,0.83,0.55,0.06,0.82
co-ode-owl-plugins.csv,0.29,0.91,0.2,0.44,0.63,0.27,0.0,0.01,0.45,0.88,0.27,0.27,0.53,1.0,0.06,1.0,0.25
firebreath.csv,0.29,0.91,0.38,0.33,0.37,0.0,0.79,0.73,0.48,0.54,0.92,0.93,0.93,0.86,0.27,0.28,0.7
frogatto.csv,0.29,0.38,0.66,0.48,0.49,0.57,0.73,0.47,0.44,0.46,0.63,0.6,0.58,0.76,0.0,0.69,0.41
gretl.csv,0.9,0.76,0.8,0.88,1.0,0.66,0.6,0.89,0.84,0.92,0.9,0.03,0.84,0.8,0.76,0.94,0.83
jasperreports.csv,0.19,0.2,0.02,0.05,0.2,0.11,0.42,0.15,0.08,0.18,0.02,0.2,0.04,0.0,0.21,0.03,0.14
konversation.csv,0.48,0.36,0.0,0.07,0.11,0.02,0.19,0.11,0.14,0.47,0.02,0.57,0.49,0.06,0.24,0.0,0.38
linuxsh.csv,0.71,0.0,0.53,0.56,0.77,0.34,0.83,0.4,0.53,0.61,0.49,0.73,0.36,0.5,0.58,0.42,0.62
moviesandbox.csv,0.14,0.38,0.31,0.19,0.03,0.39,0.0,0.22,0.26,0.29,0.25,0.37,0.47,0.64,0.24,0.36,0.16
ontomorphtab.csv,0.05,0.27,0.3,0.1,0.29,0.31,0.04,0.36,0.52,0.43,0.1,0.2,0.4,0.22,0.15,0.39,0.11
opengs.csv,0.19,0.29,0.18,0.13,0.26,0.15,0.0,0.05,0.0,0.24,0.08,0.13,0.16,0.23,0.12,0.08,0.14
scite-ru.csv,0.81,0.27,0.57,0.47,0.23,0.23,0.1,0.41,0.62,0.66,0.37,0.13,0.18,0.81,0.06,0.19,0.43
tokratan.csv,0.05,0.05,0.34,0.28,0.2,0.1,0.12,0.27,0.16,0.02,0.54,0.33,0.33,0.16,0.0,0.03,0.26
vrjuggler.csv,0.19,0.02,0.1,0.03,0.09,0.0,0.29,0.18,0.0,0.0,0.02,0.0,0.0,0.33,0.15,0.14,0.14
wxcode.csv,0.0,0.0,0.03,0.01,0.06,0.03,0.15,0.02,0.0,0.01,0.0,0.03,0.09,0.06,0.0,0.0,0.0
xuggle.csv,0.71,0.95,0.51,0.0,0.77,0.74,0.85,0.71,0.7,0.7,0.02,0.87,0.91,0.83,0.97,0.53,0.61
