,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.54,0.2,0.26,0.22,0.52,0.41,0.39,0.46,0.53,0.08,0.21,0.69,0.93,0.11,0.55,0.52,0.25
bwapi.csv,0.74,0.24,0.23,0.19,0.64,0.57,0.49,0.17,0.39,0.3,0.39,0.8,0.69,0.11,0.58,0.98,0.11
co-ode-owl-plugins.csv,0.61,0.31,0.38,0.27,0.74,0.44,0.32,0.94,0.65,0.16,0.12,0.65,0.59,0.09,0.59,0.87,0.38
firebreath.csv,0.61,0.31,0.23,0.31,0.66,0.96,0.45,0.11,0.47,0.2,0.35,0.78,0.75,0.1,0.57,0.32,0.21
frogatto.csv,0.74,0.36,0.27,0.28,0.67,0.57,0.47,0.21,0.53,0.29,0.37,0.81,0.59,0.13,0.99,0.45,0.27
gretl.csv,0.74,0.2,0.25,0.19,0.65,0.51,0.47,0.31,0.47,0.2,0.36,0.99,0.72,0.11,0.7,0.77,0.13
jasperreports.csv,0.47,0.09,0.13,0.11,0.15,0.13,0.28,0.0,0.18,0.15,0.11,0.1,0.12,1.0,0.21,0.08,0.11
konversation.csv,0.33,0.23,0.96,0.2,0.48,0.18,0.12,0.35,0.19,0.15,0.11,0.57,0.44,0.33,0.4,0.12,0.11
linuxsh.csv,0.55,0.95,0.26,0.17,0.63,0.35,0.38,0.17,0.55,0.23,0.45,0.65,0.54,0.17,0.53,0.56,0.07
moviesandbox.csv,0.59,0.4,0.37,0.34,0.98,0.41,0.09,0.42,0.44,0.33,0.23,0.5,0.45,0.09,0.58,0.62,0.19
ontomorphtab.csv,0.97,0.37,0.34,0.37,0.63,0.51,0.16,0.3,0.47,0.28,0.09,0.67,0.6,0.31,0.36,0.3,0.0
opengs.csv,0.19,0.2,0.35,0.32,0.64,0.3,0.09,0.08,0.99,0.24,0.17,0.58,0.41,0.16,0.46,0.13,0.36
scite-ru.csv,0.7,0.14,0.17,0.18,0.4,0.41,0.87,0.33,0.64,0.2,0.27,0.34,0.22,0.06,0.05,0.22,0.1
tokratan.csv,0.29,0.0,0.35,0.25,0.5,0.27,0.31,0.05,0.09,0.9,0.43,0.61,0.36,0.19,0.15,0.16,0.2
vrjuggler.csv,0.14,0.0,0.32,0.1,0.23,0.06,0.24,0.16,0.07,0.0,0.9,0.04,0.04,0.03,0.39,0.1,0.36
wxcode.csv,0.0,0.0,0.57,0.11,0.23,0.15,0.29,0.1,0.0,0.12,0.0,0.27,0.21,0.35,0.11,0.06,1.0
xuggle.csv,0.55,0.27,0.27,0.85,0.65,0.43,0.33,0.23,0.61,0.13,0.0,0.82,0.74,0.06,0.52,0.76,0.23
