,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,1.0,29.0,16.0,15.0,2.0,3.0,9.0,3.0,1.0,40.0,0.0,0.0,1.0,226.0,2.0,0.0,22.0
bwapi.csv,0.0,2.0,17.0,66.0,0.0,1.0,4.0,5.0,1.0,10.0,6.0,1.0,0.0,329.0,4.0,0.0,55.0
co-ode-owl-plugins.csv,2.0,4.0,15.0,45.0,0.0,1.0,0.0,0.0,1.0,19.0,5.0,0.0,0.0,182.0,0.0,1.0,0.0
firebreath.csv,0.0,4.0,17.0,22.0,0.0,0.0,8.0,8.0,3.0,32.0,14.0,2.0,1.0,355.0,3.0,1.0,3.0
frogatto.csv,0.0,3.0,12.0,45.0,1.0,2.0,4.0,2.0,0.0,13.0,0.0,3.0,0.0,103.0,0.0,0.0,11.0
gretl.csv,0.0,25.0,12.0,113.0,2.0,4.0,0.0,8.0,1.0,22.0,11.0,0.0,1.0,315.0,0.0,1.0,2.0
jasperreports.csv,0.0,8.0,2.0,16.0,1.0,7.0,10.0,109.0,1.0,9.0,1.0,3.0,0.0,0.0,1.0,1.0,11.0
konversation.csv,1.0,4.0,0.0,10.0,0.0,0.0,10.0,7.0,11.0,11.0,0.0,2.0,1.0,7.0,2.0,0.0,3.0
linuxsh.csv,0.0,0.0,18.0,66.0,2.0,3.0,5.0,9.0,0.0,22.0,9.0,2.0,0.0,194.0,2.0,0.0,3.0
moviesandbox.csv,0.0,1.0,4.0,9.0,0.0,6.0,0.0,2.0,4.0,9.0,7.0,1.0,1.0,261.0,5.0,1.0,10.0
ontomorphtab.csv,0.0,2.0,12.0,1.0,1.0,0.0,2.0,0.0,1.0,6.0,4.0,0.0,3.0,56.0,0.0,0.0,82.0
opengs.csv,2.0,3.0,13.0,7.0,0.0,4.0,0.0,5.0,0.0,8.0,3.0,0.0,0.0,82.0,0.0,0.0,7.0
scite-ru.csv,1.0,2.0,18.0,92.0,0.0,0.0,0.0,8.0,1.0,20.0,10.0,1.0,0.0,182.0,2.0,1.0,23.0
tokratan.csv,0.0,65.0,9.0,42.0,0.0,3.0,1.0,12.0,7.0,0.0,5.0,0.0,0.0,40.0,0.0,0.0,16.0
vrjuggler.csv,1.0,65.0,7.0,10.0,3.0,0.0,10.0,4.0,0.0,138.0,0.0,0.0,0.0,154.0,1.0,0.0,9.0
wxcode.csv,55.0,65.0,1.0,5.0,0.0,2.0,5.0,1.0,130.0,0.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0
xuggle.csv,1.0,4.0,26.0,0.0,1.0,3.0,14.0,7.0,2.0,22.0,74.0,2.0,1.0,178.0,1.0,0.0,2.0
