,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.0
foursquared.csv,0.17,0.13,0.0,1.0,0.0,0.0
ifmo-game-1.csv,0.88,0.0,0.0,0.05,0.1,0.0
micomt.csv,0.47,0.13,0.85,0.65,0.93,0.0
voms.csv,0.17,0.91,0.0,0.05,0.0,0.0
