,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.65,0.22,0.24,0.97,0.21,0.12,0.23,0.31,0.0,0.46,0.47,0.24
gamestone.csv,1.0,0.07,0.1,0.16,0.1,0.33,0.23,0.0,0.16,0.11,0.11,0.16
geochat.csv,0.29,0.6,0.44,0.6,0.23,0.58,0.17,0.31,0.47,0.7,0.6,0.94
igarden.csv,0.0,0.87,0.33,0.54,0.42,0.6,0.3,0.36,0.23,0.65,0.39,0.41
ingex.csv,0.15,0.16,0.44,0.51,0.23,0.94,0.18,0.21,0.16,0.41,0.06,0.4
lphant.csv,0.61,0.54,0.6,0.32,0.19,0.62,0.43,0.96,0.58,0.58,0.68,0.5
nabu-library.csv,0.69,0.6,0.34,0.66,1.0,0.46,0.35,0.13,0.51,0.69,0.41,0.55
nebuladevice.csv,0.15,0.0,0.05,0.05,0.04,0.12,0.0,0.0,0.94,0.11,0.16,0.0
owlapi.csv,0.0,0.0,0.97,0.2,0.1,0.25,0.27,0.06,0.16,0.22,0.19,0.04
pi-qmc.csv,0.54,0.57,0.59,0.54,0.44,0.64,0.66,0.63,0.36,1.0,0.59,0.63
trinitycore.csv,0.43,0.43,0.51,0.57,0.42,0.47,0.29,0.0,0.16,0.06,0.96,0.31
twostep.csv,0.42,0.56,0.61,0.45,0.05,0.61,0.93,0.57,0.63,0.71,0.65,0.68
