,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.62,0.24,0.59,0.25,0.38,0.49,0.96,0.32,0.24,0.59
gamestone.csv,0.32,0.93,0.4,0.09,0.24,0.15,0.39,0.29,0.26,0.22
gbif-providertoolkit.csv,0.48,0.0,0.16,0.12,0.92,0.19,0.19,0.25,0.18,0.08
heekscad.csv,0.99,0.33,0.64,0.47,0.4,0.32,0.31,0.34,0.39,0.67
igarden.csv,0.33,0.0,0.27,1.0,0.24,0.27,0.0,0.0,0.21,0.29
levent.csv,0.76,0.4,0.65,0.48,0.41,0.99,0.44,0.35,0.34,0.68
owlapi.csv,0.23,0.0,0.19,0.33,0.43,0.21,0.18,0.98,0.31,0.15
pnotepad.csv,0.78,0.29,0.62,0.46,0.28,0.67,0.57,0.25,0.35,0.99
quark.csv,0.03,0.0,0.07,0.0,0.21,0.0,0.0,0.0,1.0,0.0
xcsoar.csv,0.67,0.11,0.98,0.39,0.44,0.56,0.47,0.33,0.45,0.53
