,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.78,0.22,0.6,0.28,0.26,0.81,1.0,0.22,0.16,1.0
gamestone.csv,0.73,1.0,0.59,0.17,0.2,0.8,0.46,0.35,0.3,1.0
gbif-providertoolkit.csv,0.7,0.0,0.83,0.67,1.0,1.0,1.0,0.26,0.22,1.0
heekscad.csv,1.0,0.23,0.61,0.37,0.28,0.71,0.43,0.24,0.26,0.93
igarden.csv,0.84,0.0,0.82,1.0,0.67,0.73,0.0,0.0,0.2,1.0
levent.csv,0.85,0.27,0.59,0.38,0.3,0.98,0.35,0.27,0.27,0.87
owlapi.csv,0.91,0.0,0.86,0.58,0.43,0.75,0.57,1.0,0.31,1.0
pnotepad.csv,0.68,0.18,0.48,0.31,0.17,0.65,0.41,0.16,0.21,1.0
quark.csv,1.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0
xcsoar.csv,0.83,0.07,1.0,0.34,0.31,0.81,0.4,0.25,0.3,0.9
