,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.52,0.25,0.59,0.23,0.71,0.35,0.92,0.6,0.46,0.42
gamestone.csv,0.21,0.88,0.3,0.06,0.29,0.08,0.34,0.24,0.23,0.12
gbif-providertoolkit.csv,0.36,0.0,0.09,0.06,0.86,0.1,0.11,0.24,0.15,0.04
heekscad.csv,0.97,0.62,0.68,0.65,0.71,0.2,0.24,0.6,0.85,0.52
igarden.csv,0.21,0.0,0.16,1.0,0.14,0.16,0.0,0.0,0.23,0.17
levent.csv,0.69,0.75,0.71,0.68,0.64,1.0,0.58,0.48,0.46,0.56
owlapi.csv,0.13,0.0,0.11,0.23,0.43,0.12,0.11,0.96,0.31,0.08
pnotepad.csv,0.92,0.88,0.89,0.94,0.86,0.69,0.92,0.6,1.0,0.98
quark.csv,0.01,0.0,0.04,0.0,0.14,0.0,0.0,0.0,1.0,0.0
xcsoar.csv,0.56,0.25,0.96,0.45,0.79,0.43,0.55,0.52,0.92,0.38
