,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.41,0.75,0.46,0.32,0.36,0.29,0.52,0.59,0.25,0.48,0.2,0.45,0.63,0.47
customwars.csv,0.46,0.69,0.59,0.33,0.44,0.16,0.4,0.46,0.3,0.33,0.36,0.67,0.58,0.6
firebreath.csv,0.41,0.69,0.6,0.24,0.42,0.29,0.59,0.54,0.31,0.48,0.33,0.39,0.7,0.74
gss.csv,0.45,0.77,0.55,0.28,0.39,0.37,0.46,0.59,0.26,0.5,0.19,0.75,0.64,0.72
irplus.csv,0.48,0.72,0.53,0.4,0.47,0.28,0.46,0.47,0.33,0.55,0.38,0.67,0.58,0.57
kwave.csv,0.44,0.76,0.48,0.27,0.37,0.37,0.54,0.52,0.27,0.54,0.16,0.71,0.67,0.69
liferea.csv,0.47,0.68,0.58,0.35,0.51,0.21,0.45,0.54,0.24,0.5,0.26,0.63,0.43,0.57
plearn.csv,0.53,0.58,0.29,0.26,0.38,0.0,0.26,0.44,0.15,0.43,0.2,0.66,0.31,0.44
psrchive.csv,0.43,0.59,0.38,0.48,0.37,0.14,0.46,0.42,0.3,0.36,0.38,0.5,0.46,0.38
qcad2.csv,0.35,0.58,0.49,0.3,0.36,0.27,0.47,0.64,0.28,0.42,0.32,0.63,0.58,0.75
tzod.csv,0.49,0.28,0.59,0.3,0.52,0.33,0.38,0.52,0.07,0.38,0.38,0.58,0.47,0.56
wxcode.csv,0.43,0.46,0.41,0.31,0.36,0.09,0.36,0.57,0.29,0.48,0.5,0.55,0.46,0.45
xinity.csv,0.3,0.46,0.39,0.04,0.37,0.3,0.36,0.23,0.21,0.22,0.1,0.81,0.46,0.66
xmoto.csv,0.46,0.52,0.37,0.33,0.36,0.0,0.51,0.5,0.27,0.39,0.18,0.52,0.68,0.32
