,lamp.csv,thout.csv,freenet.csv,k3b.csv,itext.csv,fido.csv,megameknet.csv,fityk.csv,hibernate.csv,geogebra.csv
fido.csv,13.0,0.0,0.0,2.0,63.0,2.0,306.0,65.0,1.0,3.0
fityk.csv,2.0,2.0,3.0,0.0,6.0,21.0,4.0,0.0,22.0,28.0
freenet.csv,12.0,2.0,1.0,0.0,8.0,19.0,3.0,0.0,9.0,7.0
geogebra.csv,5.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,1.0,4.0
hibernate.csv,5.0,2.0,0.0,1.0,0.0,7.0,3.0,0.0,2.0,1.0
itext.csv,4.0,2.0,2.0,1.0,0.0,21.0,5.0,0.0,43.0,7.0
k3b.csv,12.0,2.0,2.0,0.0,3.0,12.0,5.0,1.0,9.0,12.0
lamp.csv,12.0,8.0,3.0,0.0,4.0,51.0,0.0,1.0,6.0,7.0
megameknet.csv,17.0,1.0,1.0,0.0,4.0,106.0,3.0,0.0,6.0,7.0
thout.csv,11.0,1.0,0.0,0.0,10.0,38.0,6.0,0.0,33.0,21.0
