,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.0,0.88,0.04,0.05,0.11,0.0,0.25,0.27,0.15,0.0,0.5,0.17,0.0,0.05
calcubetimer.csv,1.0,0.88,0.96,0.68,0.72,0.75,1.0,1.0,0.55,0.88,0.85,0.96,0.68,1.0
chaosrts.csv,0.9,0.56,0.96,0.41,0.83,0.75,0.7,0.88,0.7,0.62,0.68,0.99,0.22,0.98
chaperon.csv,0.15,0.0,0.19,0.0,0.33,1.0,0.25,0.0,0.0,0.12,0.08,0.09,0.05,0.12
dxengine.csv,0.25,0.06,1.0,0.36,0.28,0.5,0.39,0.14,0.6,0.38,0.22,0.24,0.27,0.3
emono.csv,0.5,0.25,0.19,0.09,0.33,0.25,0.46,0.15,0.3,0.12,0.35,0.32,0.05,1.0
factor.csv,0.0,0.0,0.0,0.14,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.98,0.05
jas.csv,0.1,0.06,0.04,0.23,0.11,0.25,0.25,0.07,0.25,1.0,0.1,0.0,0.05,0.32
jmoney.csv,0.95,0.19,0.11,0.09,0.0,0.0,0.2,0.29,0.1,0.0,0.02,0.2,0.1,0.05
jmonkeyengine.csv,0.1,0.12,0.19,0.5,0.94,0.0,0.16,0.22,0.55,0.12,0.08,0.29,0.41,0.16
matrex.csv,0.65,0.12,0.15,0.05,0.28,0.25,0.14,0.99,0.05,0.0,0.0,0.27,0.1,0.06
primefaces.csv,0.8,0.62,1.0,0.41,0.67,0.5,0.39,0.77,0.5,0.88,0.98,0.62,0.27,0.81
roolo.csv,0.3,0.12,0.04,0.27,0.17,0.25,0.21,0.15,0.9,0.12,0.3,0.12,0.17,0.0
sblim.csv,0.05,0.0,0.04,1.0,0.11,0.0,0.02,0.07,0.0,0.0,0.1,0.05,0.59,0.01
