,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,723.0,98.5,553.0,286.5,284.5,99.0,876.0,95.5,197.5,91.5,98.5,976.0,325.0
cuberok.csv,889.0,98.5,991.5,208.0,376.0,99.0,99.0,193.0,197.5,272.5,99.0,1204.0,93.5
exist.csv,1009.0,98.5,1078.0,385.0,282.5,99.0,99.0,684.0,197.5,195.0,99.0,1498.0,96.5
google-web-toolkit.csv,1005.0,98.5,1183.5,93.5,90.5,99.0,99.0,585.5,197.5,192.0,99.0,889.5,93.5
gwanted.csv,412.5,94.5,342.0,286.5,188.0,99.0,99.0,524.5,193.0,91.5,99.0,522.0,96.5
ivatamasks.csv,1101.5,98.5,730.0,286.5,376.0,99.0,99.0,487.0,197.5,195.0,99.0,1868.0,96.5
ivataopenportal.csv,1101.5,98.5,1277.0,385.0,567.0,99.0,99.0,684.0,197.5,195.0,99.0,1868.0,96.5
jaxen.csv,718.5,98.5,459.5,286.5,374.0,99.0,99.0,684.0,197.5,195.0,99.0,1672.0,96.5
rockbox.csv,181.0,98.5,547.0,286.5,188.0,93.5,190.0,1503.5,197.5,94.5,99.0,552.0,96.5
rodin-b-sharp.csv,65.5,383.0,0.0,385.0,932.5,186.0,192.5,1581.0,94.5,97.5,99.0,841.5,96.5
tcl.csv,539.5,98.5,80.5,93.5,469.5,99.0,99.0,586.5,184.0,97.5,97.5,1518.5,91.5
umber.csv,267.5,98.5,535.0,385.0,470.5,99.0,99.0,390.0,197.5,97.5,99.0,1308.0,96.5
wheat.csv,906.0,98.5,1275.0,75.5,281.5,99.0,99.0,391.0,197.5,192.0,195.0,644.5,96.5
