,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.45,0.15,0.44,0.45,0.51,0.25,0.29,0.13,0.31,0.29,0.46,0.23,0.25
cuberok.csv,0.69,0.4,0.8,0.08,0.31,0.36,0.57,0.19,0.82,0.54,0.64,0.66,0.66
exist.csv,0.98,0.43,0.74,0.65,0.71,0.83,0.93,0.99,0.27,0.75,0.78,0.76,0.72
google-web-toolkit.csv,0.96,0.79,0.56,0.1,0.37,0.61,0.62,0.31,0.41,0.33,0.38,0.14,0.38
gwanted.csv,0.38,0.17,0.37,0.4,0.31,0.21,0.26,0.19,0.12,0.12,0.56,0.15,0.19
ivatamasks.csv,0.95,0.32,0.6,0.48,0.91,0.74,0.88,0.61,0.74,0.96,0.59,0.98,0.62
ivataopenportal.csv,0.87,0.72,0.88,0.95,1.0,0.29,0.89,0.82,0.71,0.92,0.78,1.0,1.0
jaxen.csv,0.82,0.32,0.11,0.8,0.94,0.89,0.73,0.78,0.6,0.38,0.69,0.88,0.44
rockbox.csv,0.16,0.32,0.16,0.4,0.34,0.11,0.34,0.4,0.26,0.38,0.32,0.24,0.22
rodin-b-sharp.csv,0.11,0.51,0.0,1.0,0.49,0.13,0.14,0.58,0.26,0.29,0.28,0.6,0.16
tcl.csv,0.73,0.98,0.09,0.38,0.86,0.99,0.67,0.79,0.24,0.54,0.25,0.41,0.44
umber.csv,0.04,0.64,0.65,0.98,0.71,0.39,0.87,0.87,0.78,0.88,0.82,0.88,0.81
wheat.csv,0.58,0.3,0.5,0.02,0.4,0.38,0.58,0.4,0.93,0.25,0.65,0.38,0.34
