,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.28,0.13,0.53,0.26,0.16,0.12,0.16,0.14,0.42,0.68,0.2,0.15,0.22
apolloplayer.csv,0.27,0.23,0.19,0.62,0.65,0.25,0.32,0.86,0.74,0.32,0.31,0.49,0.22
auber.csv,0.35,0.92,0.58,1.0,1.0,0.88,0.75,0.69,0.51,1.0,0.8,0.98,0.24
irrlicht.csv,0.98,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.55,0.65,1.0
k3d.csv,0.54,0.04,0.06,0.02,0.52,0.0,0.17,0.34,0.64,0.77,0.16,0.26,0.24
nug.csv,0.6,0.56,0.22,0.45,0.58,0.0,0.64,0.69,0.98,0.32,0.41,0.27,0.82
owlapi.csv,0.44,0.25,0.28,0.09,0.1,0.12,0.66,0.0,0.61,0.29,0.39,0.34,0.6
ppcboot.csv,1.0,0.8,1.0,1.0,1.0,0.88,0.91,0.38,0.24,1.0,0.98,1.0,1.0
red5.csv,0.84,0.33,0.78,0.26,0.58,0.38,0.95,0.38,0.88,0.63,0.84,0.83,0.87
redshell.csv,0.33,0.32,0.42,0.73,0.68,0.38,0.83,0.59,0.79,0.82,0.55,0.39,0.22
utgb.csv,0.23,0.28,0.11,0.17,0.23,0.38,0.21,0.1,0.23,0.19,0.37,0.2,0.15
xreal.csv,0.14,0.46,0.22,0.08,0.45,0.12,0.45,0.59,0.28,0.38,0.25,0.02,0.07
