,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.63,0.05,0.52,0.0,0.17,0.11,0.2,0.27,0.41,0.62,0.39,0.0,0.19
apolloplayer.csv,0.28,0.75,0.39,0.75,0.58,0.43,0.61,0.41,0.58,0.44,0.46,0.58,0.63
auber.csv,0.48,0.29,0.26,0.0,0.0,0.38,0.51,0.46,0.64,0.0,0.48,0.09,0.78
irrlicht.csv,0.09,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.64,0.64,0.0
k3d.csv,0.45,0.1,0.28,0.0,0.49,0.13,0.83,0.45,0.59,0.47,0.19,0.23,0.41
nug.csv,0.57,0.52,0.81,0.86,0.61,0.17,0.63,0.56,0.09,0.28,0.45,0.0,0.4
owlapi.csv,0.6,0.2,0.45,0.98,0.45,0.42,0.41,0.19,0.62,0.78,0.42,0.0,0.38
ppcboot.csv,0.0,0.51,0.0,0.0,0.0,0.4,0.32,0.49,0.61,0.0,0.09,0.0,0.0
red5.csv,0.46,0.56,0.59,0.93,0.64,0.48,0.21,0.71,0.39,0.71,0.45,0.51,0.41
redshell.csv,0.24,0.37,0.32,0.0,0.54,0.73,0.46,0.4,0.53,0.41,0.51,0.43,0.44
utgb.csv,0.43,0.46,0.07,0.0,0.68,0.28,0.31,0.27,0.22,0.14,0.4,0.44,0.36
xreal.csv,0.1,0.2,0.0,0.0,0.48,0.27,0.4,0.46,0.21,0.1,0.22,1.0,0.01
