,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.14,0.65,0.49,0.97,0.38,0.08,0.25,0.19,0.4,0.24
cities3d.csv,0.12,0.43,0.52,0.32,0.36,1.0,0.15,0.2,0.47,0.2
firebird.csv,0.14,0.58,0.96,0.5,0.57,0.14,0.14,0.19,0.48,0.23
hydrogen.csv,0.29,0.94,0.73,0.59,0.62,0.29,1.0,0.4,1.0,0.33
lphant.csv,0.24,0.55,0.56,0.47,0.68,0.12,0.36,0.24,1.0,0.27
open-ms.csv,0.1,0.48,0.54,0.33,0.4,0.1,0.11,0.12,0.33,1.0
qgo.csv,0.25,1.0,0.64,0.52,0.62,0.06,0.5,0.18,0.49,0.27
rhex.csv,1.0,0.6,0.57,0.37,0.73,0.2,0.5,0.33,0.5,0.53
xined.csv,0.27,0.5,0.62,0.41,0.56,0.28,0.19,1.0,0.56,0.33
yield.csv,0.18,0.64,0.55,0.42,0.97,0.1,0.18,0.24,0.45,0.26
