,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,17.0,7.0,0.0,0.0,8.0,43.0,16.0,0.0,0.0,13.0
cities3d.csv,18.0,18.0,0.0,8.0,8.0,0.0,5.0,0.0,0.0,22.0
firebird.csv,14.0,4.0,0.0,0.0,0.0,13.0,4.0,12.0,7.0,7.0
hydrogen.csv,2.0,0.0,1.0,0.0,5.0,3.0,0.0,3.0,0.0,12.0
lphant.csv,3.0,7.0,10.0,0.0,0.0,101.0,8.0,1.0,0.0,18.0
open-ms.csv,14.0,11.0,0.0,8.0,5.0,53.0,5.0,2.0,0.0,0.0
qgo.csv,2.0,0.0,0.0,2.0,0.0,45.0,0.0,2.0,3.0,3.0
rhex.csv,0.0,2.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,0.0
xined.csv,3.0,5.0,0.0,8.0,8.0,27.0,4.0,0.0,2.0,5.0
yield.csv,17.0,1.0,2.0,2.0,0.0,23.0,25.0,0.0,5.0,7.0
