,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.92,0.93,0.81,0.92,0.56,0.78,0.62,0.5,0.77,0.78
cities3d.csv,0.42,0.87,0.7,0.64,0.51,0.89,0.94,0.4,0.32,0.42
firebird.csv,0.25,0.73,0.94,0.61,0.48,0.7,0.5,0.7,0.86,0.64
hydrogen.csv,0.33,0.5,0.3,0.24,0.16,0.62,1.0,0.2,0.14,0.17
lphant.csv,0.58,0.57,0.47,0.54,0.6,0.68,0.62,0.4,0.95,0.49
open-ms.csv,0.33,1.0,0.77,0.68,0.33,0.43,0.38,0.1,0.32,0.91
qgo.csv,0.67,1.0,0.56,0.48,0.37,0.32,0.38,0.3,0.77,0.61
rhex.csv,0.92,0.7,0.31,0.61,0.25,0.35,0.25,0.2,0.23,0.22
xined.csv,0.33,0.3,0.25,0.4,0.24,0.46,0.69,1.0,0.41,0.34
yield.csv,0.75,0.9,0.66,0.74,0.98,0.95,0.75,0.9,0.77,0.87
