,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.37,0.41,0.8,0.39,0.38,0.44,0.36,0.47,0.47,0.52,0.48,0.45,0.39,0.45,0.41,0.33,0.4,0.54,0.54,0.37
clamav.csv,0.4,0.42,0.41,0.35,0.41,0.41,0.35,0.46,0.46,0.44,0.43,0.4,0.65,0.42,0.47,0.35,0.4,0.45,0.48,0.37
customsagetv.csv,0.91,0.95,0.83,0.75,0.53,0.47,0.5,0.67,0.65,0.67,0.61,0.83,0.75,0.83,0.79,0.48,0.5,0.91,0.82,0.4
gss.csv,0.29,0.41,0.35,0.33,0.38,0.47,0.31,0.36,0.41,0.39,0.37,0.41,0.37,0.37,0.29,0.29,0.35,0.36,0.4,0.31
guineu.csv,0.57,0.52,0.72,0.6,0.61,0.56,0.61,0.46,0.94,0.7,0.74,0.5,0.88,0.47,0.61,0.44,0.0,0.71,0.65,0.79
inkscape.csv,0.4,0.43,0.49,0.4,0.74,0.89,0.4,0.57,0.58,0.46,0.8,0.42,0.33,0.73,0.34,0.33,0.6,0.43,0.33,0.39
mpqc.csv,0.96,0.98,0.0,0.0,0.83,0.9,0.94,0.91,0.97,0.99,0.83,0.62,0.79,0.65,0.95,0.66,0.92,0.94,0.93,0.87
nsis.csv,0.41,0.51,0.53,0.87,0.44,0.87,0.44,0.68,0.61,0.59,0.59,0.38,0.44,0.52,0.44,0.47,0.89,0.38,0.47,0.49
octave.csv,0.46,0.58,0.7,0.62,0.66,0.88,0.79,0.44,0.89,0.64,0.71,0.48,0.48,0.78,0.61,0.82,0.88,0.62,0.43,0.62
owfs.csv,0.33,0.44,0.49,0.57,0.43,0.51,0.36,0.44,0.54,0.43,0.53,0.42,0.34,0.55,0.31,0.67,0.46,0.35,0.34,0.39
owlib.csv,0.35,0.4,0.47,0.35,0.43,0.38,0.36,0.31,0.37,0.39,0.36,0.39,0.64,0.37,0.74,0.33,0.32,0.53,0.53,0.32
pamguard.csv,0.47,0.57,0.49,0.44,0.58,0.59,0.39,0.41,0.41,0.61,0.61,0.54,0.48,0.57,0.43,0.48,0.48,0.45,0.55,0.42
papertoolkit.csv,0.55,0.98,0.67,0.75,0.75,0.5,0.58,0.64,0.71,0.62,0.62,0.38,0.75,0.9,0.93,0.55,0.83,0.92,0.77,0.39
prelude.csv,0.31,0.39,0.42,0.4,0.35,0.42,0.36,0.42,0.53,0.46,0.51,0.39,0.41,0.38,0.33,0.33,0.4,0.39,0.34,0.34
pustefix.csv,0.45,0.45,0.83,0.41,0.55,0.43,0.52,0.55,0.59,0.82,0.89,0.77,0.75,0.48,0.69,0.56,0.56,0.69,0.63,0.43
robocode.csv,0.41,0.47,0.0,0.47,0.44,0.41,0.34,0.52,0.6,0.48,0.41,0.45,0.62,0.47,0.49,0.46,0.5,0.47,0.52,0.36
scenemonitor.csv,0.43,0.98,0.5,0.33,0.95,0.6,0.5,0.3,0.55,0.62,0.76,0.58,0.45,0.42,0.62,0.61,0.39,0.42,0.67,0.52
tango-cs.csv,0.3,0.55,0.75,0.56,0.57,0.46,0.37,0.37,0.74,0.49,0.55,0.33,0.46,0.6,0.47,0.48,0.73,0.44,0.58,0.44
uwom-server.csv,0.93,0.97,0.0,0.5,0.61,0.55,0.58,0.71,0.68,0.5,0.46,0.38,0.82,0.67,0.74,0.64,0.8,0.89,0.5,0.42
zengine.csv,0.31,0.4,0.44,0.36,0.39,0.44,0.36,0.43,0.53,0.42,0.47,0.41,0.3,0.37,0.33,0.3,0.38,0.34,0.33,0.35
