,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.79,0.97,0.18,0.87,0.81,0.94,0.88,0.68,0.18,0.65,0.71,0.92,0.75,0.68,0.64,0.82,0.67,0.55,0.5,0.94
clamav.csv,0.55,0.77,0.36,0.67,0.49,0.75,0.72,0.86,0.29,0.49,0.43,0.58,0.38,0.89,0.42,0.73,0.25,0.45,0.6,0.88
customsagetv.csv,0.09,0.04,0.0,0.02,0.2,0.32,0.28,0.04,0.23,0.14,0.29,0.0,0.03,0.08,0.24,0.11,0.03,0.17,0.0,0.67
gss.csv,0.93,0.56,0.27,0.67,0.59,0.45,0.59,0.71,0.34,0.54,0.71,0.25,0.69,0.82,0.73,0.86,0.53,0.7,0.15,0.86
guineu.csv,0.22,0.78,0.64,0.56,0.61,0.68,0.41,0.75,0.27,0.62,0.57,0.92,0.12,0.69,0.42,0.18,0.0,0.23,0.35,0.28
inkscape.csv,0.67,0.56,1.0,1.0,0.16,0.07,0.31,0.75,0.84,0.65,0.43,1.0,0.94,0.42,0.94,0.84,0.19,0.78,0.95,0.75
mpqc.csv,0.31,0.19,0.0,0.0,0.44,0.32,0.28,0.5,0.57,0.39,0.43,0.5,0.41,0.63,0.27,0.43,0.31,0.27,0.35,0.36
nsis.csv,0.78,0.82,0.45,0.38,0.82,0.44,0.88,0.75,0.66,0.68,0.0,0.5,0.75,0.73,0.79,0.36,0.44,0.88,0.65,0.64
octave.csv,0.47,0.48,0.0,0.56,0.17,0.25,0.09,0.61,0.43,0.44,0.57,0.42,0.44,0.19,0.36,0.45,0.11,0.32,0.65,0.36
owfs.csv,0.97,0.88,1.0,0.33,0.74,0.77,0.91,0.86,1.0,0.96,0.86,1.0,0.97,0.55,0.79,0.52,0.89,0.95,0.65,0.75
owlib.csv,0.47,0.32,0.64,0.73,0.52,0.64,0.44,0.43,0.34,0.4,0.57,0.42,0.12,0.45,0.09,0.61,0.53,0.27,0.05,0.55
pamguard.csv,0.48,0.56,1.0,0.88,0.56,0.64,0.78,0.64,0.3,0.53,0.71,0.58,0.56,0.45,0.33,0.73,0.81,0.55,0.3,0.67
papertoolkit.csv,0.43,0.16,0.0,0.19,0.17,0.45,0.22,0.25,0.7,0.25,0.14,0.42,0.03,0.1,0.15,0.5,0.06,0.15,0.2,0.48
prelude.csv,0.97,0.98,0.09,0.85,0.88,0.86,0.84,0.96,0.75,0.79,1.0,0.58,0.66,0.95,0.97,0.84,0.94,0.77,0.85,0.96
pustefix.csv,0.41,0.8,0.0,0.33,0.2,0.66,0.22,0.32,0.27,0.19,0.29,0.17,0.03,0.32,0.3,0.27,0.22,0.23,0.2,0.78
robocode.csv,0.57,0.38,0.0,0.21,0.45,0.73,0.44,0.25,0.73,0.32,0.43,0.33,0.22,0.31,0.45,0.55,0.22,0.48,0.5,0.8
scenemonitor.csv,0.36,0.14,0.09,0.65,0.14,0.44,0.31,0.46,0.07,0.31,0.29,0.0,0.22,0.37,0.18,0.59,0.5,0.38,0.05,0.39
tango-cs.csv,0.78,0.48,0.0,0.23,0.21,0.55,0.44,0.54,0.21,0.44,0.43,0.42,0.41,0.23,0.42,0.77,0.08,0.52,0.35,0.36
uwom-server.csv,0.17,0.09,0.0,0.04,0.2,0.43,0.19,0.29,0.3,0.35,0.43,0.25,0.25,0.03,0.33,0.34,0.08,0.13,0.55,0.59
zengine.csv,1.0,1.0,0.55,0.92,0.99,0.96,1.0,1.0,0.93,0.96,0.86,0.08,0.97,0.98,1.0,0.93,0.92,0.97,1.0,1.0
