,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.73,0.7,0.72,0.83,0.79,0.96,0.92,0.81,0.67
ingex.csv,0.62,0.66,0.87,0.7,0.96,0.78,0.55,0.96,0.7
megasquirtavr.csv,0.31,0.8,0.33,0.5,0.34,0.5,0.35,0.42,0.41
owlapi.csv,0.94,0.86,0.76,0.97,0.7,0.91,0.84,0.79,0.76
piccolo2d.csv,0.9,0.5,0.91,0.0,0.95,0.91,0.86,0.0,0.5
servicestack.csv,0.91,0.77,0.94,0.8,0.76,0.92,0.75,0.92,0.75
tolven.csv,0.92,0.56,0.92,0.91,0.61,0.59,0.9,0.57,0.48
twostep.csv,0.43,0.69,0.41,0.54,0.4,0.55,0.43,0.5,0.74
wxlua.csv,0.39,0.56,0.38,0.53,0.45,0.59,0.41,0.49,0.46
