,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.18,0.9,0.1,0.05
k3b.csv,0.65,0.91,0.94,0.88,0.71
myfaces.csv,0.22,0.93,0.33,0.69,0.43
robocode.csv,0.74,0.82,0.63,0.69,0.62
zildo.csv,0.35,0.68,0.81,0.38,0.5
