,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.21,0.9,0.12,0.06
k3b.csv,0.6,0.62,0.58,0.52,0.72
myfaces.csv,0.26,0.6,0.38,0.71,0.47
robocode.csv,0.73,0.54,0.58,0.68,0.61
zildo.csv,0.4,0.7,0.8,0.42,0.55
