,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.56,0.28,0.21,0.41,0.65,0.58,0.58,0.18
enlightenment.csv,0.79,0.37,0.23,0.69,0.69,0.79,0.6,0.15
ildjit.csv,0.56,0.58,0.18,0.3,0.44,0.32,0.08,0.0
jfreereport.csv,0.18,0.04,0.33,0.28,0.19,0.42,0.21,0.27
lufa-lib.csv,0.53,0.35,0.24,0.6,0.23,0.7,0.65,0.15
pcsx2.csv,0.38,0.18,0.32,0.69,0.66,0.79,0.58,0.0
psycle.csv,0.69,0.22,0.27,0.7,0.73,0.78,0.58,0.22
wxjs.csv,0.11,0.0,0.06,0.01,0.0,0.07,0.0,0.47
