,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.07,0.05,0.1,0.3,0.0,0.17,0.04,0.0,0.09,0.03
fritzing.csv,0.21,0.28,0.0,0.29,0.2,0.4,0.19,0.24,0.38,0.27
jlinalg.csv,0.0,0.73,0.91,0.95,1.0,0.95,0.96,0.98,0.97,0.97
knowledge.csv,0.14,0.26,0.31,0.96,0.0,0.77,0.94,0.72,0.94,0.68
massiv.csv,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.15,0.0,0.0
multitude.csv,0.86,0.37,0.49,0.7,0.2,0.51,0.62,0.57,0.31,0.0
playerstage.csv,0.36,0.32,0.47,0.0,0.0,0.3,0.19,0.2,0.19,0.44
quarkplusplus.csv,0.14,0.11,0.14,0.12,0.0,0.23,0.08,0.41,0.0,0.17
rtrt-on-gpu.csv,0.64,0.58,0.42,0.53,0.2,0.36,0.0,0.15,0.22,0.41
superwaba.csv,0.21,0.0,0.61,0.57,0.6,0.63,0.38,0.7,0.31,0.47
