,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.41,0.21,0.23,0.25,0.37,0.54,0.24,1.0,0.15,0.17
fritzing.csv,0.52,0.62,0.95,0.56,0.68,0.71,0.34,0.54,0.36,0.35
jlinalg.csv,0.98,0.6,0.32,0.21,0.0,0.21,0.17,0.09,0.13,0.13
knowledge.csv,0.62,0.32,0.33,0.17,1.0,0.6,0.23,0.66,0.24,0.59
massiv.csv,0.0,0.0,0.09,0.09,0.0,1.0,0.0,0.06,0.0,0.0
multitude.csv,0.36,0.49,0.64,0.59,0.68,0.5,0.47,0.76,0.53,0.98
playerstage.csv,0.41,0.58,0.6,0.98,0.58,0.74,0.12,0.54,0.37,0.5
quarkplusplus.csv,0.3,0.32,0.4,0.32,0.39,0.54,0.12,0.6,0.93,0.32
rtrt-on-gpu.csv,0.07,0.44,0.32,0.33,0.28,0.52,1.0,0.12,0.05,0.31
superwaba.csv,0.32,0.93,0.63,0.56,0.51,0.62,0.43,0.64,0.49,0.57
