,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.64,0.82,0.81,0.83,0.68,0.53,0.8,0.0,0.88,0.86
fritzing.csv,0.56,0.49,0.06,0.55,0.39,0.47,0.72,0.55,0.76,0.74
jlinalg.csv,0.02,0.74,0.91,0.95,1.0,0.95,0.96,0.98,0.97,0.97
knowledge.csv,0.44,0.77,0.77,0.96,0.0,0.77,0.96,0.72,0.94,0.72
massiv.csv,1.0,1.0,0.93,0.93,1.0,0.0,1.0,0.96,1.0,1.0
multitude.csv,0.95,0.65,0.58,0.73,0.39,0.71,0.8,0.57,0.59,0.02
playerstage.csv,0.72,0.54,0.6,0.02,0.47,0.39,0.92,0.54,0.69,0.67
quarkplusplus.csv,0.75,0.73,0.67,0.73,0.66,0.55,0.9,0.57,0.08,0.74
rtrt-on-gpu.csv,1.14,0.8,0.82,0.87,0.78,0.62,0.0,0.91,0.98,0.83
superwaba.csv,0.75,0.08,0.66,0.69,0.75,0.67,0.71,0.7,0.63,0.63
