,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.0,1.0,1.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0
fritzing.csv,0.0,2.0,0.0,0.0,0.0,99.0,1.0,2.0,4.0,4.0
jlinalg.csv,0.0,3.0,1.0,1.0,0.0,292.0,3.0,11.0,4.0,0.0
knowledge.csv,0.0,2.0,3.0,1.0,0.0,252.0,2.0,7.0,3.0,0.0
massiv.csv,63.0,141.0,2.0,1.0,66.0,0.0,57.0,7.0,55.0,123.0
multitude.csv,10.0,14.0,0.0,1.0,0.0,166.0,12.0,1.0,1.0,0.0
playerstage.csv,2.0,5.0,1.0,0.0,0.0,93.0,4.0,4.0,1.0,2.0
quarkplusplus.csv,0.0,1.0,3.0,0.0,0.0,67.0,3.0,2.0,0.0,2.0
rtrt-on-gpu.csv,6.0,14.0,7.0,3.0,0.0,118.0,0.0,3.0,7.0,2.0
superwaba.csv,0.0,0.0,2.0,0.0,0.0,218.0,1.0,4.0,1.0,0.0
