,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.0,4.0,104.0,0.0,3.0,1.0,114.0,0.0,0.0,0.0,1.0
etherboot.csv,4.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0
ffigo.csv,4.0,5.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0
gebr.csv,6.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
gpac.csv,6.0,2.0,11.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
libtorrent.csv,6.0,2.0,4.0,6.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0
miranda.csv,16.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
modellus.csv,25.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0
mplayer-ce.csv,8.0,5.0,11.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
nicepress.csv,71.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
vapor.csv,71.0,0.0,0.0,1.0,102.0,0.0,1.0,2.0,0.0,627.0,2.0
