,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.0,0.47,0.61,0.0,0.34,0.45,0.36,0.97,0.0
decidr.csv,0.4,0.31,0.68,0.78,0.33,0.37,0.39,0.41,0.47
glas.csv,0.38,0.38,0.59,0.61,0.55,0.53,0.86,0.4,0.48
hatari.csv,0.42,0.38,0.59,0.42,0.36,0.44,0.34,0.4,0.51
ltp.csv,0.92,0.39,0.47,0.56,0.49,0.42,0.6,0.52,0.57
net-snmp.csv,0.42,0.39,0.48,0.38,0.34,0.4,0.33,0.34,0.41
opde.csv,0.4,0.38,0.42,0.61,0.38,0.41,0.8,0.49,0.68
powerfolder-.csv,0.4,0.59,0.43,0.38,0.35,0.97,0.38,0.4,0.87
tcl.csv,0.52,0.35,0.51,0.38,0.44,0.45,0.47,0.57,0.49
