,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.68,0.02,0.88,0.89,0.98,0.67,0.71,0.8,0.64,0.98,0.6,0.75,0.69
freewrl.csv,0.62,0.6,0.88,0.65,0.66,0.08,0.77,0.68,0.56,0.75,0.44,0.8,0.59
fulguro.csv,0.79,0.79,0.4,0.93,0.77,0.81,0.92,0.76,1.0,0.79,0.88,0.0,0.85
google-web-toolkit.csv,0.83,0.71,0.66,0.63,0.74,0.68,0.02,0.55,0.58,0.7,0.66,0.63,0.76
jcache.csv,0.64,0.57,0.87,0.6,1.01,0.65,0.78,0.7,0.55,0.86,0.02,0.74,0.7
jstock.csv,0.61,0.75,0.92,0.77,0.65,1.0,0.88,0.84,0.0,0.85,0.68,0.91,0.95
mimosa.csv,0.7,0.96,0.82,0.05,0.71,1.0,0.71,0.8,0.77,0.67,0.46,1.01,0.64
miranda.csv,0.56,0.74,0.83,0.87,0.66,1.0,0.87,0.62,0.7,0.75,0.83,0.69,0.03
ns-3-dev-def-routing.csv,0.62,0.67,0.67,0.77,0.61,0.64,0.85,0.04,0.93,0.96,0.79,1.0,0.7
ossbuild.csv,0.78,0.81,0.12,0.85,0.67,0.8,0.89,0.73,0.92,0.96,0.85,1.0,0.87
qtractor.csv,0.07,0.84,0.71,0.66,0.66,0.69,0.77,0.57,0.77,0.83,0.77,0.68,0.56
quarkplayer.csv,0.9,0.85,1.0,1.0,0.18,0.8,0.87,0.89,0.86,0.77,0.95,1.0,0.92
synergyspace.csv,0.66,1.0,0.97,0.84,0.61,0.93,0.83,0.6,1.0,0.04,0.82,0.8,0.7
