,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.38,0.0,0.56,0.5,0.37,0.58,0.44,0.29,0.35,0.6,0.12,0.18,0.51
freewrl.csv,0.38,0.4,0.76,0.5,0.47,0.08,0.5,0.39,0.33,0.29,0.27,0.34,0.51
fulguro.csv,0.25,0.44,0.21,0.1,0.25,0.21,0.1,0.24,0.05,0.18,0.32,0.0,0.43
google-web-toolkit.csv,0.12,0.42,0.28,0.05,0.68,0.33,0.01,0.26,0.21,0.26,0.15,0.52,0.58
jcache.csv,0.21,0.22,0.3,0.17,0.11,0.17,0.19,0.2,0.09,0.15,0.02,0.14,0.2
jstock.csv,0.0,0.24,0.18,0.07,0.15,0.0,0.1,0.13,0.0,0.08,0.02,0.1,0.03
mimosa.csv,0.58,0.96,0.71,0.0,0.32,0.0,0.5,0.57,0.47,0.4,0.15,0.13,0.58
miranda.csv,0.25,0.29,0.27,0.1,0.37,0.0,0.15,0.31,0.09,0.17,0.12,0.27,0.03
ns-3-dev-def-routing.csv,0.25,0.33,0.31,0.1,0.49,0.12,0.16,0.0,0.09,0.06,0.0,0.41,0.29
ossbuild.csv,0.21,0.31,0.0,0.12,0.2,0.38,0.11,0.24,0.05,0.07,0.02,0.42,0.16
qtractor.csv,0.0,0.27,0.43,0.07,0.37,0.29,0.29,0.28,0.02,0.18,0.07,0.62,0.23
quarkplayer.csv,0.08,0.02,0.0,0.0,0.0,0.29,0.24,0.28,0.6,0.55,0.34,0.06,0.1
synergyspace.csv,0.33,1.0,0.97,0.02,0.41,0.08,0.2,0.37,0.07,0.0,0.02,0.34,0.17
