,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.26,0.39,0.13,0.96,0.14,0.0,0.31,0.2,0.23,0.23
arsenal-1.csv,0.49,0.5,0.97,0.43,0.45,0.14,0.55,0.54,0.65,0.17
barracudamvc.csv,1.0,0.41,0.0,0.0,0.63,0.0,0.09,0.09,0.0,0.4
irplus.csv,0.54,0.16,0.54,0.58,0.19,0.97,0.61,0.54,0.28,0.44
lite.csv,0.13,0.05,0.09,0.27,0.2,0.32,0.89,0.2,0.06,0.0
mevenide.csv,0.16,0.34,0.13,0.31,0.17,0.48,0.37,1.0,0.4,0.46
ontopia.csv,0.57,0.58,0.4,0.57,0.99,0.54,0.69,0.51,0.64,0.53
openintents.csv,0.21,1.0,0.54,0.58,0.58,0.65,0.63,0.32,0.5,0.53
ta3d.csv,0.34,0.59,0.0,0.62,0.59,0.63,0.57,0.41,0.66,1.0
tweetsharp.csv,0.26,0.53,0.09,0.58,0.28,0.35,0.62,0.48,1.0,0.56
