,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.56,0.74,0.49,0.31,0.53,0.1,0.36,0.25,0.47,0.13,0.85,0.41
e-bio-flow.csv,0.52,0.61,0.63,0.71,0.68,0.2,0.44,0.26,0.23,0.16,0.85,0.32
freedom-erp.csv,0.61,0.13,0.36,0.09,0.76,0.0,0.28,0.15,0.5,0.0,0.49,0.11
jbasic.csv,0.8,0.58,0.48,0.74,0.76,0.05,0.32,0.29,0.86,0.2,0.57,0.37
jgossipforum.csv,0.52,0.54,0.4,0.58,0.04,0.4,0.47,0.43,0.33,0.19,0.3,0.38
joustsim.csv,0.27,0.69,0.39,0.67,0.12,0.12,0.75,0.33,0.7,0.14,0.7,0.4
jsidplay2.csv,0.87,0.6,0.46,0.6,0.75,0.09,0.3,0.17,0.79,0.16,0.77,0.29
madman.csv,0.56,0.33,0.36,0.45,0.4,0.02,0.15,0.53,0.07,0.23,0.13,0.16
mule.csv,0.72,0.67,0.49,0.25,0.78,0.05,0.34,0.14,0.71,0.19,0.78,0.4
nunit.csv,0.61,0.51,0.46,0.67,0.31,0.08,0.36,0.18,0.33,0.14,0.69,0.5
power-architect.csv,0.62,0.71,0.49,0.36,0.59,0.03,0.32,0.25,0.86,0.13,0.83,0.34
reaper3d.csv,0.69,0.41,0.49,0.57,0.72,0.07,0.19,0.42,0.64,0.29,0.54,0.2
