,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.52,0.39,0.42,0.71,0.58,0.94,0.45,0.4,0.61,0.39,0.46,0.51
e-bio-flow.csv,0.62,0.47,0.45,0.45,0.38,0.8,0.86,0.42,0.86,0.43,0.47,0.63
freedom-erp.csv,0.47,0.91,0.79,0.67,0.34,0.67,0.44,0.8,0.4,0.75,0.51,0.93
jbasic.csv,0.38,0.55,0.43,0.49,0.32,0.43,0.48,0.37,0.35,0.86,0.5,0.39
jgossipforum.csv,0.46,0.47,0.5,0.51,0.8,0.95,0.83,0.4,0.58,0.41,0.9,0.78
joustsim.csv,0.93,0.41,0.47,0.43,0.94,0.59,0.77,0.47,0.42,0.41,0.49,0.47
jsidplay2.csv,0.38,0.51,0.43,0.53,0.31,0.94,0.5,0.54,0.35,0.52,0.38,0.42
madman.csv,0.64,0.9,0.92,0.79,0.88,0.68,0.6,0.45,0.5,0.5,0.94,0.78
mule.csv,0.42,0.45,0.4,0.82,0.32,0.44,0.43,0.57,0.4,0.67,0.41,0.44
nunit.csv,0.55,0.53,0.38,0.41,0.84,0.46,0.73,0.45,0.92,0.47,0.54,0.58
power-architect.csv,0.56,0.39,0.4,0.62,0.4,0.55,0.53,0.42,0.43,0.39,0.42,0.37
reaper3d.csv,0.44,0.72,0.56,0.53,0.35,0.54,0.9,0.5,0.42,0.47,0.56,0.51
