,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.3,0.74,0.56,0.12,0.16,0.07,0.27,1.0,0.07,0.93,0.46,0.34
e-bio-flow.csv,0.2,0.44,0.25,0.48,0.67,0.02,0.05,0.92,0.0,0.61,0.57,0.29
freedom-erp.csv,0.15,0.01,0.12,0.0,0.36,0.01,0.23,0.08,0.64,0.04,0.46,0.07
jbasic.csv,0.55,0.45,0.81,0.39,0.81,0.81,0.78,0.69,1.0,0.19,0.3,0.66
jgossipforum.csv,0.2,0.28,0.35,0.27,0.04,0.07,0.03,0.29,0.5,0.59,0.05,0.19
joustsim.csv,0.2,0.73,0.44,0.5,0.39,0.33,0.07,0.55,0.64,0.84,0.35,0.53
jsidplay2.csv,0.3,0.44,0.52,0.32,0.91,0.07,0.68,0.51,0.86,0.38,0.7,0.6
madman.csv,0.75,0.35,0.31,0.44,0.11,0.54,0.83,0.29,0.0,0.38,0.0,0.36
mule.csv,0.15,0.38,0.54,0.11,0.71,0.55,0.38,0.39,0.93,0.21,0.68,0.42
nunit.csv,0.5,0.27,0.77,0.64,0.17,0.5,0.27,0.9,0.14,0.7,0.43,0.3
power-architect.csv,0.5,0.84,0.77,0.42,0.71,0.52,0.6,0.96,0.21,0.94,0.54,0.92
reaper3d.csv,0.4,0.34,0.42,0.82,0.66,0.5,0.13,0.22,0.86,0.33,0.46,0.56
