,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,0.89,0.41,0.44,0.55,0.92,0.54,0.35,0.41,0.86,0.39,0.34
elateportal.csv,0.56,0.44,0.89,0.72,0.94,0.51,0.94,0.76,0.68,0.68,0.3
etics.csv,0.55,0.95,0.75,0.52,0.45,0.56,0.51,0.56,0.97,0.53,0.86
lockss.csv,0.0,0.92,0.8,0.9,0.8,0.86,0.8,0.93,0.97,0.9,0.0
pcgen.csv,0.5,0.95,0.69,0.52,0.52,0.53,0.93,0.73,0.67,0.71,0.5
personalaccess.csv,0.45,0.32,0.48,0.36,0.36,0.38,0.48,0.39,0.29,0.52,0.31
pydev.csv,0.76,0.95,0.75,0.5,0.91,0.54,0.54,0.63,0.96,0.62,0.88
rhex.csv,0.92,0.94,0.5,0.57,0.6,0.94,0.92,0.62,0.91,0.94,0.38
stuproa-cims.csv,0.46,0.32,0.47,0.4,0.44,0.36,0.79,0.44,0.55,0.39,0.75
uclmda.csv,0.88,0.93,0.0,0.67,0.89,0.83,0.89,0.94,0.26,0.91,0.0
wgs-assembler.csv,0.68,0.63,0.9,0.76,0.65,0.88,0.95,0.61,0.4,0.79,0.8
