,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,0.19,0.44,0.46,0.55,0.92,0.28,0.42,0.88,0.04,0.54,0.89
elateportal.csv,0.3,0.47,0.09,0.4,0.06,0.27,0.25,0.46,0.49,0.16,1.0
etics.csv,0.18,0.24,0.96,0.53,0.34,0.24,0.4,0.56,0.32,0.4,0.16
lockss.csv,0.0,0.27,0.22,0.22,0.11,1.0,0.07,0.19,0.29,0.35,0.0
pcgen.csv,0.14,0.33,0.69,0.97,0.32,0.41,0.12,0.44,0.01,0.3,0.09
personalaccess.csv,0.25,0.47,0.47,0.65,0.36,0.38,0.49,1.0,0.86,0.46,0.94
pydev.csv,0.24,0.31,0.57,0.54,0.08,0.31,0.37,0.49,0.2,0.97,0.19
rhex.csv,1.0,0.32,0.0,0.47,0.34,0.36,0.15,0.44,0.11,0.45,0.81
stuproa-cims.csv,0.3,0.53,0.27,0.6,0.29,0.38,0.97,0.77,0.59,0.56,0.08
uclmda.csv,0.28,0.19,0.0,0.03,0.0,0.14,0.0,0.2,1.0,0.09,0.0
wgs-assembler.csv,0.26,0.99,0.43,0.41,0.38,0.07,0.19,0.49,0.66,0.31,0.37
