,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,0.84,0.81,0.65,0.56,0.14,0.79,0.99,0.84,1.19,0.81,0.84
elateportal.csv,0.53,0.63,0.94,0.7,0.96,0.71,0.81,0.74,0.75,0.97,0.0
etics.csv,0.77,0.84,0.08,0.76,0.63,0.78,0.69,0.67,0.88,0.7,1.04
lockss.csv,1.0,0.82,0.85,0.87,0.93,0.0,0.96,0.9,0.84,0.74,1.01
pcgen.csv,0.92,0.76,0.32,0.04,0.6,0.52,0.93,0.75,1.05,0.78,0.95
personalaccess.csv,0.63,0.74,0.49,0.47,0.55,0.62,0.51,0.01,0.55,0.61,0.5
pydev.csv,0.65,0.78,0.54,0.6,0.94,0.66,0.73,0.72,1.33,0.06,1.02
rhex.csv,0.0,0.78,1.0,0.65,0.66,0.69,0.91,0.72,0.95,0.67,0.71
stuproa-cims.csv,0.54,1.0,0.87,0.61,0.99,0.64,0.05,0.77,0.67,0.65,1.01
uclmda.csv,0.69,0.88,1.0,0.98,1.01,0.91,1.0,0.9,0.0,0.95,1.01
wgs-assembler.csv,0.69,0.03,0.63,0.69,0.55,0.96,0.88,0.68,0.6,0.77,0.77
