,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.22,0.0,0.0,0.34,0.24,0.33,0.0,0.11,0.08,0.3,0.13,0.02,0.0,0.04,0.07,0.11,0.15,0.24,0.41,0.0
baadengine.csv,0.01,0.6,1.0,0.51,0.48,0.35,0.6,0.65,0.83,0.51,0.48,0.96,0.8,0.77,0.66,0.84,0.52,0.55,0.39,0.4
bibedt.csv,0.34,0.22,0.25,0.38,0.55,0.44,0.1,0.21,0.16,0.19,0.43,0.17,0.0,0.08,0.23,0.17,0.27,0.27,0.37,0.2
cascading.csv,0.48,0.78,0.5,0.28,0.34,0.25,0.22,0.5,0.56,0.38,0.29,0.6,0.56,0.58,0.4,0.77,0.0,0.43,0.09,0.4
dataobjectsdotnet.csv,0.13,0.57,0.75,0.17,0.21,0.08,0.1,0.29,0.13,0.7,0.15,0.19,0.17,0.15,0.24,0.41,0.21,0.01,0.11,0.0
gnome-jabber.csv,0.98,0.92,1.0,0.94,0.76,0.73,0.96,0.96,0.97,1.0,0.92,0.96,1.0,0.92,0.85,0.94,0.97,0.84,0.65,0.4
gogoego.csv,0.01,0.03,0.25,0.21,0.03,0.1,0.96,0.0,0.14,0.26,0.08,0.27,0.05,0.04,0.08,0.08,0.09,0.12,0.0,0.6
httpcontentparser.csv,0.03,0.08,0.0,0.12,0.1,0.16,0.01,0.09,0.16,0.15,0.0,0.04,0.39,0.12,0.06,0.04,0.06,0.09,0.54,0.8
impala.csv,0.31,0.14,0.0,0.86,0.93,0.92,0.22,0.96,0.87,0.0,0.3,0.25,0.61,0.58,0.02,0.0,0.82,0.66,0.74,0.6
jaxlib.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
jgameai.csv,0.05,0.2,0.0,0.21,0.03,0.0,0.38,0.44,0.14,0.06,0.11,0.21,0.22,0.12,0.0,0.07,0.03,0.04,0.35,0.6
jhotdraw.csv,0.08,0.03,0.0,0.1,0.28,0.08,0.03,0.1,0.0,0.02,0.09,0.02,0.0,0.0,0.15,0.02,0.0,0.08,0.0,0.0
loki-lib.csv,0.58,0.52,0.5,0.45,0.28,0.51,0.22,0.37,0.43,0.28,0.46,0.73,0.59,0.62,0.34,0.45,0.27,0.41,0.0,0.2
patterntesting.csv,0.32,0.37,1.0,0.26,0.24,0.41,0.6,0.3,0.4,0.02,0.4,0.46,0.22,0.31,0.18,0.37,0.24,0.34,0.15,0.4
pokeglobal.csv,0.74,0.57,0.5,0.42,0.0,0.54,0.35,0.51,0.59,0.15,0.24,0.75,0.68,0.65,0.4,0.6,0.39,0.35,0.13,0.4
snakeyaml.csv,0.03,0.38,0.0,0.75,0.45,0.62,0.74,0.45,0.45,0.7,0.26,0.44,0.44,0.46,0.0,0.45,0.42,0.61,0.87,0.8
unflobtactical.csv,0.4,0.23,0.25,0.34,0.41,0.37,0.32,0.35,0.29,0.6,0.58,0.42,0.39,0.0,0.26,0.49,0.36,0.26,0.61,0.8
werx.csv,1.0,0.97,0.0,1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.98,1.0,1.0,1.0,1.0
zealos.csv,0.62,0.4,0.75,0.69,0.52,0.71,0.0,0.57,0.5,0.3,0.49,0.5,0.51,0.38,0.64,0.43,0.58,0.78,0.67,1.0
