,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.44,0.42,0.43,0.45,0.37,0.46,0.39,0.32,0.37,0.38,0.4,0.37,0.35,0.44,0.42,0.31,0.33
enzo.csv,0.64,0.39,0.44,0.44,0.4,0.48,0.39,0.34,0.34,0.4,0.37,0.49,0.43,0.32,0.41,0.43,0.41
hydrogen.csv,0.55,0.41,0.44,0.0,0.4,0.52,0.45,0.39,0.43,0.0,0.35,0.53,0.0,0.3,0.38,0.42,0.43
keyczar.csv,0.67,0.89,0.97,0.77,0.98,0.0,0.95,0.5,0.92,0.0,0.86,0.0,0.44,0.98,0.94,0.95,0.9
lphant.csv,0.55,0.41,0.39,0.56,0.38,0.48,0.37,0.32,0.35,0.4,0.39,0.47,0.34,0.46,0.36,0.33,0.33
lsb.csv,0.55,0.59,0.57,0.73,0.4,0.62,0.68,0.37,0.34,0.57,0.48,0.7,0.45,0.5,0.37,0.35,0.43
maya-work-in-progress.csv,0.53,0.37,0.4,0.44,0.38,0.49,0.45,0.34,0.45,0.32,0.38,0.41,0.4,0.33,0.35,0.39,0.36
mcore3d.csv,0.93,0.45,0.57,0.59,0.93,0.9,0.92,0.5,0.92,0.42,0.58,0.49,0.55,0.98,0.49,0.4,0.68
mscore.csv,0.59,0.38,0.41,0.5,0.41,0.47,0.47,0.35,0.45,0.33,0.37,0.45,0.67,0.34,0.37,0.42,0.37
natpad.csv,0.58,0.44,0.45,0.88,0.63,0.6,0.49,0.35,0.76,0.37,0.88,0.42,0.67,0.44,0.84,0.36,0.37
rocrail.csv,0.8,0.46,0.43,0.67,0.43,0.47,0.56,0.35,0.41,0.57,0.5,0.51,0.64,0.54,0.47,0.45,0.38
salasaga.csv,0.55,0.38,0.4,0.72,0.44,0.55,0.48,0.34,0.75,0.31,0.48,0.38,0.75,0.37,0.79,0.39,0.44
virtuoso.csv,0.0,0.41,0.46,0.46,0.41,0.54,0.45,0.61,0.43,0.48,0.36,0.0,0.73,0.31,0.41,0.43,0.83
xemeiah.csv,0.56,0.39,0.56,0.75,0.57,0.59,0.51,0.33,0.54,0.34,0.5,0.38,0.38,0.44,0.5,0.37,0.38
xined.csv,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.8,0.0,0.0,0.0,0.0
xtreemfs.csv,0.59,0.44,0.45,0.71,0.48,0.54,0.5,0.39,0.75,0.36,0.34,0.53,0.8,0.38,0.39,0.44,0.44
yield.csv,0.93,0.39,0.47,0.42,0.38,0.55,0.45,0.32,0.38,0.36,0.35,0.41,0.38,0.32,0.38,0.35,0.35
