,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.22,0.22,0.0,0.0,0.15,0.08
exl.csv,0.62,0.6,0.65,0.0,0.37,0.0
opennms.csv,0.0,0.24,0.21,0.0,0.32,0.0
phet.csv,0.43,0.0,0.46,1.0,0.25,0.08
runuomondains.csv,0.06,0.1,0.1,0.0,0.0,0.0
