,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.75,0.96,0.62,0.88,0.91,0.5
exl.csv,0.42,0.42,0.37,0.39,0.52,0.42
opennms.csv,0.81,0.93,0.76,0.95,0.65,0.0
phet.csv,0.72,0.98,0.9,0.58,0.94,0.5
runuomondains.csv,0.83,0.96,0.88,0.96,0.88,0.0
