,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.34,0.15,0.19,0.2,0.56,0.47,0.31,0.24,0.57,0.19,0.07,0.61,0.99,0.12,0.67,0.41,0.12
bwapi.csv,0.72,0.25,0.25,0.22,0.69,0.56,0.44,0.11,0.5,0.3,0.36,0.84,0.69,0.11,0.67,0.99,0.07
co-ode-owl-plugins.csv,0.29,0.3,0.34,0.25,0.62,0.22,0.0,1.0,0.45,0.11,0.0,0.24,0.32,0.23,0.41,0.32,0.0
firebreath.csv,0.62,0.29,0.3,0.21,0.68,0.96,0.43,0.14,0.52,0.25,0.28,0.77,0.69,0.06,0.55,0.58,0.24
frogatto.csv,0.67,0.34,0.27,0.22,0.64,0.56,0.43,0.31,0.6,0.24,0.31,0.87,0.7,0.15,0.96,0.46,0.24
gretl.csv,0.78,0.31,0.29,0.22,0.72,0.56,0.45,0.31,0.59,0.18,0.14,0.99,0.54,0.28,0.65,0.75,0.05
jasperreports.csv,0.11,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
konversation.csv,0.11,0.31,0.91,0.04,0.33,0.03,0.0,0.0,0.11,0.0,0.0,0.1,0.1,0.24,0.2,0.08,0.0
linuxsh.csv,0.59,0.95,0.31,0.16,0.65,0.52,0.3,0.1,0.46,0.21,0.25,0.31,0.27,0.11,0.57,0.39,0.14
moviesandbox.csv,0.46,0.23,0.37,0.28,1.0,0.5,0.28,0.59,0.27,0.19,0.24,0.57,0.37,0.21,0.44,0.35,0.08
ontomorphtab.csv,0.99,0.26,0.29,0.25,0.37,0.55,0.36,0.18,0.56,0.26,0.38,0.52,0.38,0.2,0.68,0.47,0.16
opengs.csv,0.4,0.19,0.32,0.33,0.56,0.32,0.17,0.22,1.0,0.25,0.11,0.71,0.54,0.17,0.37,0.06,0.29
scite-ru.csv,0.75,0.13,0.21,0.2,0.67,0.51,0.84,0.14,0.49,0.2,0.35,0.15,0.1,0.13,0.62,0.21,0.19
tokratan.csv,0.0,0.0,0.0,0.12,0.36,0.03,0.16,0.0,0.0,0.93,0.0,0.05,0.09,0.06,0.0,0.02,0.25
vrjuggler.csv,0.67,0.1,0.27,0.21,0.22,0.41,0.23,0.27,0.31,0.25,0.97,0.27,0.19,0.06,0.56,0.11,0.19
wxcode.csv,0.14,0.0,0.15,0.11,0.0,0.0,0.15,0.0,0.0,0.17,0.0,0.13,0.11,0.1,0.0,0.0,1.0
xuggle.csv,0.62,0.4,0.5,0.92,0.62,0.27,0.34,0.29,0.54,0.18,0.09,0.61,0.66,0.06,0.29,0.46,0.45
