,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,3.0,7.0,2.0,24.0,2.0,4.0,2.0,4.0,0.0,22.0,8.0,1.0,0.0,71.0,1.0,2.0,19.0
bwapi.csv,0.0,22.0,21.0,79.0,1.0,3.0,8.0,3.0,6.0,24.0,12.0,1.0,1.0,198.0,0.0,0.0,1.0
co-ode-owl-plugins.csv,1.0,2.0,14.0,13.0,0.0,2.0,72.0,0.0,1.0,21.0,74.0,0.0,0.0,20.0,0.0,1.0,82.0
firebreath.csv,1.0,4.0,16.0,67.0,0.0,0.0,3.0,8.0,5.0,28.0,14.0,1.0,1.0,335.0,1.0,1.0,2.0
frogatto.csv,2.0,4.0,12.0,72.0,0.0,2.0,5.0,1.0,1.0,16.0,8.0,1.0,1.0,196.0,0.0,1.0,16.0
gretl.csv,1.0,2.0,6.0,96.0,2.0,3.0,6.0,3.0,2.0,51.0,3.0,0.0,0.0,15.0,1.0,1.0,29.0
jasperreports.csv,1.0,65.0,101.0,0.0,78.0,155.0,72.0,109.0,130.0,138.0,74.0,173.0,142.0,0.0,68.0,159.0,82.0
konversation.csv,0.0,0.0,0.0,4.0,1.0,0.0,72.0,109.0,0.0,138.0,74.0,0.0,1.0,4.0,0.0,0.0,82.0
linuxsh.csv,0.0,0.0,19.0,57.0,1.0,4.0,7.0,10.0,1.0,40.0,4.0,0.0,0.0,66.0,1.0,1.0,34.0
moviesandbox.csv,3.0,4.0,4.0,24.0,0.0,7.0,4.0,0.0,14.0,17.0,10.0,1.0,0.0,43.0,4.0,0.0,16.0
ontomorphtab.csv,0.0,0.0,16.0,46.0,0.0,4.0,0.0,3.0,0.0,7.0,3.0,0.0,0.0,139.0,2.0,0.0,34.0
opengs.csv,0.0,4.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,1.0,1.0,108.0,2.0,0.0,3.0
scite-ru.csv,0.0,0.0,38.0,81.0,3.0,3.0,0.0,11.0,1.0,21.0,14.0,1.0,1.0,222.0,1.0,1.0,3.0
tokratan.csv,55.0,65.0,101.0,0.0,0.0,0.0,2.0,109.0,130.0,0.0,74.0,0.0,0.0,4.0,68.0,0.0,0.0
vrjuggler.csv,1.0,5.0,30.0,66.0,1.0,3.0,3.0,10.0,1.0,28.0,0.0,0.0,0.0,196.0,0.0,0.0,2.0
wxcode.csv,0.0,65.0,0.0,8.0,78.0,155.0,3.0,109.0,130.0,6.0,74.0,0.0,0.0,36.0,68.0,159.0,0.0
xuggle.csv,1.0,2.0,8.0,0.0,1.0,5.0,1.0,10.0,2.0,22.0,4.0,2.0,1.0,181.0,0.0,0.0,1.0
