,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.19,0.25,0.3,0.43,0.49,0.26,0.23,0.28,0.64,0.49,0.19,0.1,0.02,0.22,0.61,0.47,0.32
bwapi.csv,0.1,0.71,0.64,0.83,0.69,0.95,0.77,0.55,0.32,0.47,0.88,0.67,0.65,0.54,0.61,0.0,0.64
co-ode-owl-plugins.csv,0.05,0.22,0.19,0.06,0.26,0.14,0.0,0.0,0.1,0.28,0.02,0.1,0.33,0.07,0.09,0.58,0.04
firebreath.csv,0.48,0.76,0.37,0.54,0.4,0.01,0.37,0.66,0.56,0.4,0.78,0.93,0.87,0.83,0.33,0.31,0.58
frogatto.csv,0.24,0.76,0.64,0.68,0.46,0.38,0.63,0.4,0.62,0.35,0.64,0.8,0.71,0.55,0.03,0.69,0.5
gretl.csv,0.81,0.6,0.58,0.87,0.94,0.92,0.85,0.45,0.96,0.86,0.19,0.0,0.62,0.27,0.91,0.97,0.43
jasperreports.csv,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
konversation.csv,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.05,0.02,0.0,0.0,0.0
linuxsh.csv,0.81,0.0,0.41,0.32,0.57,0.39,0.25,0.66,0.64,0.56,0.32,0.07,0.18,0.34,0.64,0.53,0.45
moviesandbox.csv,0.24,0.22,0.31,0.19,0.0,0.32,0.31,0.14,0.3,0.42,0.24,0.37,0.31,0.18,0.3,0.22,0.24
ontomorphtab.csv,0.0,0.16,0.4,0.45,0.23,0.53,0.56,0.57,0.49,0.43,0.31,0.17,0.18,0.42,0.36,0.36,0.51
opengs.csv,0.24,0.31,0.04,0.08,0.14,0.07,0.02,0.16,0.0,0.28,0.02,0.37,0.36,0.31,0.12,0.03,0.07
scite-ru.csv,0.71,0.05,0.81,0.72,0.83,0.73,0.02,0.55,0.66,0.95,1.0,0.03,0.07,0.53,0.85,0.06,0.78
tokratan.csv,0.0,0.04,0.02,0.0,0.17,0.01,0.04,0.0,0.01,0.0,0.05,0.0,0.04,0.01,0.0,0.0,0.0
vrjuggler.csv,0.95,0.16,0.51,0.37,0.11,0.69,0.35,0.97,0.48,0.44,0.0,0.03,0.15,0.46,0.61,0.31,0.64
wxcode.csv,0.19,0.02,0.0,0.02,0.0,0.0,0.08,0.02,0.03,0.05,0.0,0.0,0.04,0.11,0.0,0.0,0.0
xuggle.csv,0.86,0.45,0.1,0.0,0.51,0.39,0.25,0.71,0.61,0.78,0.08,0.8,0.76,0.82,0.15,0.39,0.13
